Time,acc_x,acc_y,acc_z
5.168,-0.02462,0.03732,-1.01283
5.229,0.0125,0.03444,-1.02074
5.628,0.08484,-0.06964,-1.01258
5.634,-0.03708,0.04804,-1.0415
5.827,-0.02533,-0.00795,-1.01622
5.827,-0.02358,0.03578,-0.99246
6.033,-0.05646,0.01044,-1.01091
6.033,-0.03962,-0.01768,-1.00916
6.033,0.04763,0.0186,-1.00734
6.178,0.03916,-0.01148,-1.00642
6.19,-0.06841,0.03926,-1.00394
6.243,0.00107,0.01044,-1.01096
6.411,0.07399,0.00066,-1.01276
6.413,-0.04652,-0.01125,-0.99812
6.649,-0.0159,0.01688,-1.02788
6.649,0.03864,0.0629,-1.03434
6.852,-0.0767,-0.01189,-1.00076
6.852,-0.04315,-0.00757,-1.00647
6.852,-0.04315,-0.00757,-1.00647
6.852,0.05113,0.03724,-1.02521
6.869,-0.00631,-0.00697,-1.00048
7.053,-0.05252,-0.00244,-1.00994
7.053,0.06145,-0.0081,-1.0118
7.177,-0.08045,-0.01114,-1.00958
7.257,-0.03043,-0.01885,-1.01107
7.272,0.06489,0.03383,-1.01032
7.472,0.02696,0.0124,-1.03313
7.477,-0.03395,0.00605,-1.00957
7.668,-0.02071,0.00891,-1.00327
7.883,-0.10346,0.0113,-0.99348
7.884,-0.00276,-0.00164,-1.00875
7.886,0.03544,0.01378,-1.00833
8.086,-0.07629,0.0356,-1.00472
8.086,0.06604,0.00445,-1.01412
8.183,0.02312,0.02619,-1.02003
8.191,-0.05176,-0.0333,-1.02267
8.28,-0.06275,0.00758,-1.02041
8.296,0.00479,0.02899,-1.0048
8.495,0.05408,0.00117,-1.01827
8.495,0.01595,-0.00557,-1.00492
8.495,-0.03469,0.0267,-1.00684
8.701,-0.03841,-0.02133,-1.0173
8.703,-0.01339,0.01864,-1.00633
8.904,0.04618,-0.00576,-1.00787
9.111,-0.0523,-0.03947,-1.01048
9.111,0.00163,-0.01179,-1.01426
9.127,0.04497,0.0084,-1.01678
9.201,-0.04152,-0.01087,-1.01089
9.314,0.00664,0.00316,-1.02375
9.519,-0.03478,-0.00071,-1.006
9.721,-0.01723,0.0424,-1.00412
9.721,-0.06297,0.01289,-1.04673
9.927,-0.0018,0.06841,-1.03591
10.135,-0.08271,-0.08559,-1.00713
10.136,-0.02959,0.00529,-1.01203
10.14,0.04621,0.02173,-1.04609
10.229,0.04151,-0.01246,-1.0082
10.229,-0.02922,0.03231,-1.01046
10.327,-0.03866,-0.01101,-0.99813
10.748,0.03515,0.01046,-1.00596
10.748,0.08608,0.01264,-1.01282
10.755,-0.01072,0.031,-1.00261
10.767,-0.07655,-0.00631,-1.01123
10.943,0.02757,0.02519,-1.01113
10.959,0.07628,0.00646,-1.01373
10.959,0.03808,-0.04283,-0.99898
11.248,0.04666,0.08996,-1.01622
11.357,-0.08441,-0.07096,-1.0099
11.567,0.0342,0.02892,-1.00719
11.569,-0.05138,-0.00487,-1.01296
11.773,0.0138,0.02191,-1.00665
11.773,0.05004,-0.00046,-1.02966
11.777,-0.02274,0.0379,-1.00849
12.182,-0.02846,-0.02955,-1.01756
12.184,0.06966,0.00819,-1.00976
12.184,0.01995,-0.01453,-1.01214
12.19,0.10617,-0.01526,-1.01633
12.273,0.03789,0.05843,-1.01242
12.386,-0.10682,0.02524,-1.02578
12.387,0.09727,-0.02355,-1.02197
12.593,-0.13355,0.00494,-1.00631
12.805,-0.01245,0.02093,-1.03214
12.809,-0.18659,-0.01633,-1.00496
13.0,-0.10992,0.0117,-1.00805
13.0,0.02563,0.04364,-1.01552
13.2,-0.17284,-0.0433,-1.00629
13.2,-0.11446,0.01719,-1.02131
13.2,0.17924,0.00511,-1.0134
13.283,0.08253,0.04206,-1.01715
13.283,-0.14526,-0.03204,-1.01676
13.401,-0.164,-0.00093,-1.00572
13.401,0.02743,0.018,-1.00614
13.615,0.18205,0.01513,-1.01436
13.616,-0.1597,0.00607,-1.01504
13.818,0.00852,0.01892,-1.01747
13.818,-0.07801,0.02195,-1.02004
14.025,-0.16386,-0.04916,-1.00271
14.025,0.0682,0.00856,-1.00609
14.221,-0.05435,-0.00142,-1.00966
14.235,-0.0018,0.00438,-1.00952
14.235,0.04786,0.02453,-1.00618
14.291,0.05858,0.00053,-1.00325
14.454,-0.00039,-0.00084,-1.01411
14.64,0.04184,0.01598,-1.00457
14.641,-0.06446,-0.00457,-1.0224
14.642,-0.06827,0.01225,-1.00911
14.653,0.00535,-0.01114,-1.01029
14.847,0.0925,0.00506,-1.01584
14.85,-0.06685,-0.01383,-1.00684
15.053,0.08551,-0.00303,-1.01208
15.053,-0.08032,0.03302,-1.01317
15.262,0.11464,0.01514,-1.00494
15.262,0.00105,0.02396,-1.01073
15.302,-0.12073,0.01827,-1.007
15.463,-0.08786,-0.03543,-1.00828
15.465,0.06125,0.0204,-1.01158
15.473,0.12298,0.03636,-1.01347
15.663,0.06439,-0.06219,-1.01158
15.666,-0.08369,0.04394,-1.01762
15.666,-0.01406,-0.02927,-1.01913
15.867,0.13241,0.01226,-1.01755
15.867,0.09225,0.10797,-1.02828
15.867,-0.05793,-0.07094,-0.9968
15.884,-0.07392,-0.03342,-1.00811
16.076,-0.05128,0.03454,-1.00527
16.076,0.06498,-0.00508,-1.01044
16.078,0.09682,0.03111,-1.0116
16.273,-0.00671,0.03368,-1.00385
16.282,-0.1101,-0.0136,-1.01267
16.282,0.08917,-0.00747,-1.00934
16.33,-0.01753,0.06074,-1.01325
16.476,-0.03902,-0.01674,-1.01053
16.487,0.09606,0.02246,-1.0104
16.69,-0.10772,-0.03467,-0.99988
16.692,-0.02281,0.00292,-1.00959
16.897,-0.09988,-0.00836,-0.99963
17.087,-0.06253,-0.02332,-1.00561
17.087,0.01695,-0.00604,-1.00763
17.102,-0.08221,-0.00567,-1.00587
17.299,-0.07429,-0.02749,-1.01038
17.299,0.08328,0.0065,-1.01573
17.299,0.03723,0.00647,-1.00774
17.504,-0.04767,-0.00572,-1.0091
17.504,-0.0585,-0.01915,-1.01727
17.504,0.01164,0.01558,-1.00437
17.711,0.0689,0.01297,-1.01186
17.713,0.0269,-0.02242,-1.01323
17.715,-0.03535,0.04206,-1.00672
17.717,-0.04715,-0.01646,-1.00895
17.717,0.01391,-0.00773,-1.01371
17.919,-0.1095,-0.0229,-1.01251
18.125,-0.00627,0.01911,-1.01199
18.328,0.06532,0.00448,-1.01044
18.328,0.0598,0.04228,-1.01806
18.533,-0.05672,-0.01567,-1.0106
18.533,0.00062,-0.00751,-1.00878
18.735,0.06321,0.00752,-1.01246
18.737,0.03279,0.01101,-1.01126
18.739,-0.02275,-0.01332,-1.00595
18.739,-0.05236,-0.00022,-1.01834
18.753,-0.0118,0.02593,-1.00506
18.939,-0.01795,0.01523,-1.00629
18.939,-0.01822,0.02526,-1.00696
19.145,0.0506,-0.01667,-1.01064
19.149,-0.00278,0.01322,-1.00717
19.15,-0.04804,-0.00455,-1.00787
19.361,-0.03165,-0.00969,-1.01079
19.362,0.03311,0.02145,-1.0128
19.362,9e-05,-0.01063,-1.00925
19.555,-0.01218,0.0074,-1.01239
19.555,0.02548,0.02627,-1.01003
19.555,0.03293,-0.01492,-1.01162
19.761,0.00401,-0.00197,-1.00942
19.763,-0.0473,-0.00614,-1.01433
19.871,0.02629,0.02814,-1.00956
19.882,0.07292,-0.04671,-1.01735
19.887,0.04692,-0.00141,-1.01102
19.971,-0.05034,0.0191,-1.02179
20.316,-0.10942,-0.00045,-1.0173
20.321,-0.00881,-0.00653,-1.00794
20.331,0.02291,0.03088,-1.01613
20.351,0.02291,0.03088,-1.01613
20.572,0.06322,0.01464,-1.00674
20.988,0.00673,0.01116,-1.00937
20.99,0.03205,0.01879,-1.01612
20.991,-0.00437,0.02749,-1.00613
21.195,-0.02933,-0.00809,-1.00139
21.196,-0.01577,-0.04179,-1.01268
21.196,0.04876,0.03144,-1.01098
21.196,0.01735,0.04874,-1.01278
21.208,-0.03273,-0.04803,-1.00762
21.361,0.00353,0.00536,-1.00889
21.371,0.01235,0.0486,-1.01348
21.41,-0.02142,-0.04004,-1.01159
21.59,-0.00692,-0.01663,-1.01046
21.59,0.01014,0.02293,-1.01043
21.605,0.02065,0.01973,-1.0142
21.803,-0.00435,0.01044,-1.00888
21.803,0.01389,0.00662,-1.01262
22.01,0.03154,0.00653,-1.0133
22.01,0.01665,-0.04444,-1.01043
22.01,-0.01659,0.02378,-1.01612
22.025,-0.03325,0.02706,-1.00598
22.205,-0.00978,-0.02111,-1.00902
22.218,0.04384,0.00526,-1.015
22.221,0.0282,0.00532,-1.01092
22.221,-0.00736,-0.00944,-1.00567
22.368,0.00055,-0.01119,-1.00687
22.368,-0.05726,0.03889,-1.00945
22.383,0.01444,-0.01935,-1.01457
22.63,0.05054,0.02041,-1.00967
22.632,-0.00319,-0.03987,-1.01074
22.832,-0.01764,0.02847,-1.01902
22.832,0.02733,-0.00244,-1.01052
22.832,0.02086,-0.00485,-1.01204
23.035,-0.00621,-0.00018,-1.00938
23.041,0.00014,0.02417,-1.01962
23.041,0.00886,-0.01013,-1.01318
23.235,-0.00323,-0.04255,-1.02405
23.235,0.0079,0.00895,-0.9998
23.249,-0.01455,-0.02104,-1.02212
23.376,0.00355,0.00313,-1.01663
23.376,-0.00285,0.01928,-1.00848
23.441,0.02192,0.02208,-1.00841
23.441,0.01191,0.00064,-1.01382
23.653,-0.00918,0.01611,-1.01405
23.654,0.02027,0.00453,-1.01216
23.855,-0.01887,-0.02179,-1.01509
24.067,0.01985,0.00179,-1.02272
24.068,0.00825,0.00661,-1.00016
24.266,-0.04201,0.00436,-1.01589
24.266,0.00326,-0.02696,-1.00648
24.394,0.0138,0.02726,-1.00584
24.458,0.0138,0.02726,-1.00584
24.681,0.00801,0.05277,-1.00867
24.871,-0.00118,-0.07454,-1.0172
24.871,-0.01493,0.00793,-1.01623
24.887,-0.01336,0.02362,-1.01649
25.085,-0.01614,-0.01333,-1.00857
25.085,0.02246,0.0276,-1.01891
25.093,-0.00241,-0.01506,-1.0039
25.291,-0.01166,-0.00074,-1.01687
25.293,0.00648,0.00218,-1.01019
25.425,-0.01347,0.02264,-1.01056
25.432,0.01735,-0.00354,-1.00972
25.7,0.01652,-0.0002,-1.00799
25.7,0.00829,0.00861,-1.00908
25.904,0.00367,0.00149,-1.0127
25.906,0.017,0.00575,-1.01405
25.908,-0.00687,0.00055,-1.0104
26.098,-0.00514,-0.00174,-1.00908
26.098,0.0285,0.0144,-1.00824
26.113,0.03733,-0.02254,-1.00656
26.308,0.00594,0.02034,-1.01357
26.324,0.03758,-0.01685,-1.01186
26.424,0.02092,-0.03621,-1.00386
26.426,-0.04267,0.0256,-1.01747
26.52,0.0118,-0.01153,-1.01348
26.727,-0.01983,-0.01345,-0.99818
26.729,-0.09916,0.0457,-1.00439
26.925,-0.0367,-0.0296,-1.00952
26.925,-0.02098,-0.036,-1.00329
27.136,0.04421,-0.01285,-1.01654
27.338,0.0239,0.0264,-1.01427
27.338,-0.08605,0.00924,-1.01398
27.351,0.05816,-0.01846,-1.01464
27.432,0.02891,0.04312,-1.0022
27.545,-0.10371,-0.02501,-1.00417
27.749,-0.08329,-0.00947,-0.99689
27.956,0.00118,0.0084,-1.0192
28.152,-0.08644,-0.04928,-1.0075
28.158,0.04826,-0.01587,-1.0129
28.158,-0.01901,-0.02543,-1.01473
28.359,-0.10114,0.02292,-1.00861
28.363,-0.01124,-0.04742,-1.00764
28.363,0.09753,0.02743,-1.00918
28.363,0.06604,0.02779,-1.00469
28.445,-0.06646,-0.04603,-1.02694
28.445,-0.12247,0.00729,-1.00958
28.553,0.12268,-0.01714,-1.01465
28.762,-0.0675,-0.00571,-1.00705
28.762,-0.11986,0.05547,-0.9998
28.762,0.00461,-0.03309,-1.00807
28.977,0.06461,-0.00569,-1.00931
28.977,0.03643,-0.00987,-1.01362
29.181,0.08009,-0.01275,-1.01178
29.183,-0.03903,0.01334,-1.00331
29.373,0.04582,0.02235,-1.01185
29.389,-0.05095,-0.00404,-1.00962
29.453,0.00331,-0.0195,-1.00593
29.469,0.05826,0.10586,-1.02814
29.795,0.00765,-0.01733,-1.00639
29.8,0.00154,0.03936,-1.01238
29.809,-0.02845,-0.01376,-1.01231
29.809,0.03213,0.04381,-1.01209
30.199,0.00518,-0.0249,-1.01395
30.208,-0.04045,-0.05668,-1.00941
30.475,-0.05992,0.11944,-1.01238
30.481,-0.08398,0.02222,-0.99382
30.617,0.05047,-0.01972,-1.01089
30.62,-0.02539,-0.00526,-1.00401
30.821,0.02872,-0.03661,-1.01113
30.824,0.06843,-0.03095,-1.01231
30.825,0.01332,0.04996,-1.0129
31.229,-0.11068,-0.01687,-0.9839
31.232,0.07044,0.10266,-1.01444
31.433,0.0405,-0.04681,-1.00856
31.437,-0.02934,-0.00167,-1.00353
31.437,0.01529,0.03433,-1.00558
31.485,0.03752,0.06881,-1.00792
31.631,0.02336,-0.0543,-1.01365
31.631,-0.01923,-0.03177,-1.00833
31.653,-0.05049,0.02748,-1.00822
31.842,-0.00779,0.00793,-1.01157
31.842,-0.03065,-0.00645,-1.00669
