Time,gyro_x,gyro_y,gyro_z
5.168,-0.01845,0.01063,-0.02975
5.229,0.0439,0.01217,-0.06686
5.628,-0.01216,0.00209,0.08568
5.634,0.02404,-0.05767,-0.06065
5.827,-0.02283,0.01293,0.03254
5.827,-0.0141,0.01006,0.0588
6.033,-0.00195,0.00722,-0.02587
6.033,0.00446,0.00278,-0.00442
6.033,-0.01477,0.00289,0.01349
6.178,0.00955,0.0108,0.01622
6.19,-0.01004,0.00056,-0.00466
6.243,-0.01467,0.00801,0.01513
6.411,-0.00616,0.00457,-0.03428
6.413,-0.00848,0.01155,0.02908
6.649,-0.0471,0.01793,0.02709
6.649,-0.03498,-0.02268,-0.03694
6.852,0.02483,-0.01152,0.00413
6.852,0.00911,0.00525,0.01995
6.852,0.00911,0.00525,0.01995
6.852,0.00353,-0.01603,-0.03353
6.869,0.02769,-0.00982,-0.02277
7.053,-0.00153,-0.00891,0.01039
7.053,-0.02402,-0.00822,0.00269
7.177,-0.00226,0.00176,0.02098
7.257,-0.02156,0.01024,0.05425
7.272,-0.02234,0.00306,-0.00778
7.472,0.04165,-0.0465,-0.02122
7.477,-0.0176,0.00967,0.0164
7.668,-0.02791,0.00153,0.01719
7.883,0.05834,-0.00893,-0.01014
7.884,-0.01039,0.02662,0.02093
7.886,-0.0274,0.00817,-0.00309
8.086,0.04036,-0.02548,-0.04926
8.086,-0.01785,0.00512,0.00013
8.183,0.03547,-0.03704,-0.0295
8.191,-0.02712,-0.00202,0.05689
8.28,-0.00941,0.00701,0.00024
8.296,0.00087,0.01895,-0.02137
8.495,-0.00062,-0.00667,-0.00638
8.495,-0.02003,0.00921,0.01006
8.495,-0.00197,-0.00595,-0.02103
8.701,-0.01464,-0.00055,0.06247
8.703,0.01367,-1e-05,-0.02807
8.904,-0.06841,0.00145,0.02615
9.111,0.01952,0.00131,0.00765
9.111,-0.03184,0.02904,0.08414
9.127,0.00129,-0.01935,-0.01559
9.201,-0.01097,0.00369,0.01022
9.314,-0.01248,-0.00601,0.00644
9.519,-0.00684,0.01038,0.01061
9.721,0.0737,-0.00312,-0.02925
9.721,0.0152,-0.04739,-0.01287
9.927,0.07926,-0.04037,-0.0988
10.135,-0.02876,0.0057,0.10733
10.136,-0.0354,0.01595,0.01914
10.14,0.04031,-0.03306,-0.02652
10.229,-0.01318,-0.00058,0.02111
10.229,-0.02569,0.00807,-0.00547
10.327,0.04429,0.00135,-0.01133
10.748,-0.02348,0.01726,0.06256
10.748,-0.01728,-0.00276,-0.00625
10.755,-0.01762,-0.00634,-0.0134
10.767,0.01034,-0.0075,0.00451
10.943,0.00634,0.00981,0.00569
10.959,0.00547,-0.01248,-0.00211
10.959,-0.07608,0.02886,0.06596
11.248,0.02494,-0.02113,-0.10711
11.357,0.01142,0.00583,0.05815
11.567,-0.01115,0.01871,0.03602
11.569,0.00983,-0.03322,-0.02987
11.773,-0.00643,0.03784,-0.00564
11.773,0.00193,0.00048,0.00034
11.777,-0.00348,-0.00839,0.00611
12.182,0.00502,0.00323,0.03671
12.184,-0.0149,-0.01272,0.01174
12.184,-0.02763,0.01893,0.02742
12.19,-0.03533,-0.00317,0.04546
12.273,-0.02663,-0.00612,-0.03068
12.386,0.01803,-0.02788,-0.0257
12.387,-0.01745,0.02444,0.00794
12.593,0.00106,0.01131,-0.02222
12.805,-0.04245,-0.01319,-0.00887
12.809,-0.01029,0.00589,-0.01125
13.0,0.00628,0.01822,0.00989
13.0,-0.00831,-0.02873,-0.06469
13.2,-0.001,-0.00175,0.0208
13.2,0.00252,0.0157,-0.0333
13.2,-0.01834,0.00787,0.05775
13.283,-0.00231,-0.01408,-0.08641
13.283,-5e-05,-0.04967,-0.03656
13.401,0.00103,0.01214,0.02631
13.401,-0.02976,0.04308,0.04438
13.615,-0.00747,0.00395,-0.00232
13.616,-0.00321,0.00417,-0.0009
13.818,-0.01589,0.02695,0.01001
13.818,0.0085,-0.02341,-0.0242
14.025,-0.00376,-0.00192,0.0344
14.025,0.02005,-0.00641,-0.01666
14.221,0.0073,-0.03073,-0.03751
14.235,-0.0224,0.03706,0.00239
14.235,0.02482,0.01479,-0.00784
14.291,0.01014,-0.00208,-0.00143
14.454,0.00729,0.0074,-0.00919
14.64,0.0092,0.0001,0.00244
14.641,-0.02977,-0.00406,0.01096
14.642,-0.00549,0.00977,-0.04885
14.653,0.00799,0.00965,0.01455
14.847,-0.00868,0.00313,0.03158
14.85,0.00954,0.01626,0.03187
15.053,-0.01105,0.00569,0.00041
15.053,0.00741,-0.00907,-0.00482
15.262,-0.01538,0.00444,0.02906
15.262,-0.03148,-0.01018,0.0082
15.302,0.0092,-0.00114,-0.02406
15.463,0.00501,0.0198,-0.00116
15.465,-0.02693,0.02694,0.02141
15.473,0.0351,-0.00915,-0.04515
15.663,-0.02103,-0.01279,0.05981
15.666,-0.00404,-0.04973,-0.03229
15.666,-0.01416,0.00499,0.0143
15.867,-0.00509,0.0119,0.02089
15.867,0.01933,-0.0281,-0.09569
15.867,0.02516,-0.00103,0.08698
15.884,-0.02324,-0.00694,-0.00662
16.076,-0.00357,0.01156,0.00611
16.076,-0.03248,0.01529,0.00678
16.078,-0.02146,0.0091,-0.01367
16.273,-0.01134,0.01004,-0.04636
16.282,0.02254,-0.02024,0.00473
16.282,-0.01525,0.0024,0.05076
16.33,-0.01639,-0.00745,-0.08728
16.476,-0.00606,0.01741,0.03551
16.487,-0.02279,0.01482,0.03564
16.69,0.00459,0.0135,0.06428
16.692,-0.00841,0.0119,-0.0054
16.897,-0.00838,0.00123,-0.00286
17.087,0.00122,0.02027,0.05559
17.087,-0.01434,-0.00812,-0.01998
17.102,0.00141,-0.00758,0.01277
17.299,-0.0032,0.01006,0.02318
17.299,-0.00365,-0.0056,0.00464
17.299,0.00024,-0.00075,-0.01778
17.504,0.00671,0.0008,-0.01119
17.504,-0.02245,0.00688,0.03524
17.504,-0.02418,0.0092,0.02307
17.711,-0.00338,0.00276,-0.0292
17.713,5e-05,-0.01013,0.01346
17.715,0.00335,-0.00595,-0.03048
17.717,0.00245,0.00088,0.01497
17.717,0.007,0.00328,0.00068
17.919,0.01057,-0.00382,0.01549
18.125,-0.0045,-0.0215,-0.0151
18.328,-0.026,0.01112,0.01458
18.328,-0.01266,-0.00935,-0.04262
18.533,0.00159,-0.0111,0.02393
18.533,0.01011,0.01231,0.034
18.735,-0.00055,0.00479,0.01245
18.737,0.00325,0.0043,0.01038
18.739,-0.01228,0.00129,-0.00868
18.739,-0.02277,-0.00591,0.02362
18.753,0.00148,0.00742,-0.02455
18.939,0.00723,-0.01227,0.01815
18.939,-0.00262,0.01377,-0.01927
19.145,-0.00585,0.00848,-0.03994
19.149,0.00413,-0.01514,-0.00742
19.15,0.00508,-0.00618,-0.00312
19.361,-0.00724,0.00711,0.04367
19.362,0.00016,0.0039,0.00674
19.362,0.00982,-0.01255,0.00428
19.555,-0.01229,0.00457,0.00529
19.555,-0.00691,0.0063,-0.02581
19.555,-0.00828,-0.00238,0.0134
19.761,-0.00887,-0.00084,-0.00083
19.763,0.001,0.00042,0.01908
19.871,0.00094,0.015,-0.05002
19.882,0.0162,-0.01172,0.05676
19.887,-0.0222,-0.00805,0.03218
19.971,-0.03617,-0.03015,-0.00543
20.316,-0.01375,0.00027,-0.02929
20.321,-0.00288,-0.0019,0.03157
20.331,-0.01985,0.00245,-0.00869
20.351,-0.01985,0.00245,-0.00869
20.572,-0.00199,-0.00161,0.02307
20.988,-0.01939,0.00202,0.05595
20.99,-0.01519,0.00609,0.028
20.991,-0.01336,0.00368,-0.02791
21.195,0.02328,0.01517,-0.04197
21.196,-0.00712,0.00089,0.08064
21.196,-0.0184,0.00646,0.00401
21.196,-0.01049,-0.00376,-0.05043
21.208,0.01462,-0.00943,0.02953
21.361,-0.01664,0.00921,0.04851
21.371,-0.00304,0.00628,-0.05452
21.41,-0.0036,0.0027,0.00866
21.59,-0.00865,0.0046,0.05316
21.59,0.01084,0.011,-0.04128
21.605,-0.01876,0.00047,0.01052
21.803,-0.01213,0.00135,0.00849
21.803,-0.00913,0.01942,0.00647
22.01,-0.00131,-0.00163,-0.01595
22.01,-0.01513,0.00312,0.01557
22.01,-0.01083,0.00127,0.00849
22.025,0.00179,0.00177,-0.03037
22.205,0.00411,0.01104,0.01456
22.218,0.00555,0.00069,0.00642
22.221,0.00127,-0.00413,0.01637
22.221,-0.01582,-0.00215,0.03664
22.368,-0.03315,0.01991,-0.01169
22.368,0.01505,0.00367,-0.05812
22.383,-2e-05,0.0039,-0.01232
22.63,0.00878,-0.00327,0.03227
22.632,-0.03244,0.0122,0.02081
22.832,-0.03032,-0.00418,-0.00284
22.832,0.00142,0.00079,-0.00799
22.832,-0.00192,-0.00789,0.01781
23.035,0.00286,0.00404,0.04981
23.041,-0.00807,-0.01202,-0.02452
23.041,0.00404,-0.00547,-0.02802
23.235,-0.02155,-0.00914,0.0676
23.235,0.01364,0.00603,0.01145
23.249,-0.01283,-0.00352,0.01304
23.376,-0.02827,0.00467,-0.01536
23.376,0.00956,0.00271,-0.03374
23.441,-0.01314,0.00697,0.01395
23.441,-0.00301,-0.0101,0.04754
23.653,-0.00842,-0.01467,-0.00782
23.654,-0.0119,-0.00427,-0.00674
23.855,-0.00097,-0.00718,0.00757
24.067,-0.01063,-0.00681,-0.02153
24.068,0.00187,0.0109,0.06187
24.266,-0.00749,-3e-05,-0.04187
24.266,-0.00395,0.00957,0.00242
24.394,-0.00105,0.00221,-0.00046
24.458,-0.00105,0.00221,-0.00046
24.681,0.02232,-0.01097,-0.07326
24.871,0.00484,-0.01232,0.07108
24.871,-0.02152,0.00774,0.04751
24.887,-0.01401,0.00146,-0.05341
25.085,-0.00509,0.00218,-0.02889
25.085,0.02176,-0.01977,-0.02822
25.093,0.00224,-0.00103,0.02486
25.291,-0.01535,-0.01314,0.04012
25.293,-0.00855,0.00019,-0.01676
25.425,0.01958,-0.00904,0.00814
25.432,0.00361,-0.00503,-0.00195
25.7,-0.01582,0.00426,0.00911
25.7,-0.00634,-0.00112,0.01419
25.904,-0.0014,0.00182,-0.03683
25.906,-0.01023,-0.00199,-0.00025
25.908,-0.00353,-0.00381,0.01006
26.098,-0.00226,0.00435,1e-05
26.098,0.00668,-0.00092,-0.01269
26.113,-0.00622,0.00854,0.03142
26.308,-0.0147,-0.00104,-0.00315
26.324,0.0015,0.0114,0.00275
26.424,-0.01862,-0.0051,0.01756
26.426,-0.02069,-0.02317,-0.01862
26.52,0.00011,0.00919,0.00725
26.727,-0.04354,0.01111,0.03665
26.729,0.0042,-0.00717,-0.04817
26.925,0.02126,0.00678,0.01114
26.925,-0.00886,-0.01934,0.03924
27.136,0.00224,0.00989,0.0692
27.338,-0.00872,-0.02625,-0.02227
27.338,-0.00349,0.01087,-0.03209
27.351,-0.00191,0.02132,0.01907
27.432,-0.00667,-0.01033,-0.02459
27.545,0.00275,0.00731,0.04469
27.749,0.02389,-0.00725,-0.01826
27.956,-0.00776,0.0109,-0.02392
28.152,0.00965,0.04276,0.05379
28.158,-0.01942,-0.00462,0.08957
28.158,-0.01947,-0.01017,-0.05269
28.359,0.04912,-0.00499,-0.04567
28.363,-0.00205,0.01609,0.06878
28.363,-0.03185,0.01745,0.02825
28.363,-0.01125,7e-05,-0.03352
28.445,-0.01659,-0.01117,0.00046
28.445,0.02976,-0.00798,0.02541
28.553,-0.01943,0.01005,-0.00526
28.762,-0.00243,-0.00295,0.0351
28.762,0.03126,0.00046,0.00722
28.762,-0.00458,0.02536,-0.00091
28.977,-0.00267,-0.00733,0.00226
28.977,-0.0113,0.01741,-0.01431
29.181,-0.00283,0.00851,0.00284
29.183,-0.00591,0.01414,-0.04496
29.373,0.01001,-0.02072,0.00374
29.389,0.0048,0.00797,0.01539
29.453,-0.03455,0.02109,0.05543
29.469,0.00903,-0.01249,-0.08575
29.795,0.01499,-0.01477,0.00554
29.8,0.00528,-0.0122,-0.07493
29.809,0.01146,-0.00977,0.09299
29.809,-0.00679,-0.00377,0.0068
30.199,-0.02671,-0.01045,-0.01574
30.208,-0.00695,-0.00503,0.10072
30.475,-0.01438,0.00187,-0.0137
30.481,0.03752,-0.01197,-0.08537
30.617,-0.02335,0.00504,0.03301
30.62,-0.01235,0.01802,-0.00876
30.821,-0.00769,0.0084,0.02109
30.824,-0.02945,0.02399,0.0837
30.825,-0.02815,-0.00178,-0.0556
31.229,0.04404,-0.00501,-0.01156
31.232,-0.02416,0.01845,-0.09276
31.433,0.00452,0.00926,0.03821
31.437,0.02321,-0.02361,0.04095
31.437,-0.01885,0.01788,0.01998
31.485,0.017,0.01152,-0.05164
31.631,-0.01468,0.00891,0.0442
31.631,-0.00486,-0.00033,0.03849
31.653,-0.0083,0.00227,-0.01952
31.842,-0.04083,0.00533,-0.00656
31.842,-0.01981,0.00292,0.03132
