Time,gyro_x,gyro_y,gyro_z
4.786,-0.03318,0.01729,0.0023
4.808,-0.01467,-0.00143,-0.04375
4.822,0.01287,-0.01718,-0.08384
4.849,-0.01175,-0.02236,-0.05816
4.865,0.01092,-0.00383,-0.01576
4.882,-0.013,-0.01934,-0.00595
4.898,-0.00108,-0.00263,0.01737
4.93,0.00424,0.00497,0.01087
4.946,-0.00273,0.00904,-0.01517
4.962,0.00611,0.01713,-0.00024
4.979,-0.0,0.02102,0.02816
5.011,-0.00586,0.00582,0.01623
5.03,-0.01016,0.0083,-0.00968
5.043,0.00239,-0.00597,0.02299
5.059,-0.0207,0.00201,0.02379
5.091,-0.03189,-0.02356,0.03455
5.108,-0.01798,-0.04914,-0.00127
5.124,-0.00213,-0.02043,-0.02297
5.139,0.00136,0.00024,0.00309
5.172,-0.00151,0.01448,0.00309
5.188,0.01083,0.01854,-0.00702
5.204,-0.00248,0.00823,0.01088
5.244,-0.01637,0.03263,-0.00807
5.26,0.00321,0.02318,-0.01768
5.277,0.00292,-0.00876,0.00506
5.308,0.00749,-0.01049,-0.00062
5.329,0.00769,-0.00545,0.04149
5.343,-0.03139,-0.00886,0.03754
5.357,-0.02454,-0.0271,0.00131
5.39,-0.02098,-0.01923,-0.06256
5.406,-0.00456,-0.00815,-0.01303
5.429,0.00457,0.00416,0.0052
5.439,0.01322,0.01543,0.00111
5.471,0.00375,0.02204,-0.00502
5.488,0.0043,0.02662,0.01472
5.504,-0.00649,0.01706,-0.00834
5.53,-0.0075,0.01272,0.0094
5.536,0.00342,0.01005,-0.02364
5.568,0.00039,-0.0142,0.00518
5.585,-0.00229,-0.00801,0.01258
5.601,-0.00565,-0.01682,0.02551
5.63,-0.02267,-0.00776,-0.00804
5.649,-0.02982,-0.02776,-0.01626
5.665,-0.01102,-0.0031,-0.00789
5.682,0.00399,0.00863,-0.00667
5.698,0.00759,0.01749,0.01444
5.73,-0.00045,0.0172,0.01398
5.751,-0.00676,0.02831,0.03505
5.772,-0.01085,0.01803,0.01502
5.788,-0.01013,0.01247,-0.02082
5.804,-0.00045,-0.00339,-0.02229
5.83,-0.00647,-0.01499,0.01893
5.853,-0.01961,-0.0162,0.01275
5.869,-0.01221,-0.0075,-0.00492
5.885,0.00425,-0.04656,-0.03518
5.901,0.0057,-0.02599,-0.01868
5.93,0.00725,0.0051,-0.02325
5.949,0.01857,0.0214,0.00534
5.965,0.00024,0.0172,0.00922
5.981,0.00394,0.01592,0.03134
5.997,-0.01054,0.02919,0.02859
6.03,-0.01949,0.01115,0.02079
6.045,-0.00777,0.0104,-0.02205
6.063,-0.00827,-0.00232,0.00285
6.077,-0.00889,-0.00087,-0.00829
6.109,-0.02261,-0.00529,-0.00476
6.131,-0.0007,-0.01615,-0.00676
6.142,0.01891,-0.03865,-0.06586
6.158,0.02627,-0.00839,0.00647
6.19,0.00192,0.02155,-0.01395
6.206,0.00192,0.02155,-0.01395
6.245,0.01163,0.02504,0.06693
6.27,-0.00689,0.01566,0.0242
6.291,-0.01381,-0.00347,0.01579
6.311,-0.01191,0.00409,0.03974
6.331,-0.03291,0.0079,0.03418
6.343,-0.03165,-0.0074,-0.01372
6.358,-0.01801,-0.01551,-0.04074
6.39,-0.02133,-0.01877,0.00053
6.41,-0.01372,0.00312,6e-05
6.431,0.00277,0.01323,-0.03242
6.438,-0.00126,0.02,-0.06162
6.47,-0.02072,0.03946,-0.05017
6.487,0.00162,0.03517,-0.00116
6.502,0.00523,0.01684,-7e-05
6.531,0.02404,-0.00641,-0.01201
6.551,0.0158,-0.01758,-0.01135
6.567,0.00649,-0.01429,0.06933
6.583,-0.01803,-0.00085,0.09342
6.601,-0.02686,-0.02398,0.06198
6.631,-0.03861,-0.02739,0.01669
6.647,-0.01967,-0.00784,-0.01707
6.662,-0.00422,0.00828,-0.02585
6.678,-0.00736,0.0165,-0.00025
6.711,0.00425,0.02094,-0.00152
6.731,-0.01799,0.02861,0.00318
6.745,-0.02582,0.04204,0.01142
6.763,-0.01326,0.01765,0.00539
6.792,0.01415,-0.02244,-0.07337
6.812,0.03064,-0.03633,-0.07402
6.832,0.03184,-0.01404,0.00778
6.848,0.00968,-0.02225,0.05853
6.864,-0.02419,-0.00222,0.04708
6.88,-0.00976,0.00697,0.04356
6.911,-0.01534,0.00175,0.03829
6.929,-0.02212,-0.01379,-0.00193
6.944,-0.00955,0.0073,-0.00504
6.96,-0.01044,0.02265,0.02048
6.977,-0.0066,0.00626,0.04023
7.009,-0.00625,-0.00821,-0.01222
7.031,-0.0149,0.00113,-0.01879
7.041,-0.01841,0.03773,0.01031
7.057,-0.01875,0.02944,0.00983
7.089,-0.01836,0.02563,-0.01125
7.106,0.02752,-0.0044,-0.05798
7.131,0.02952,-0.02523,-0.08911
7.138,-0.05387,0.02845,-0.0812
7.17,-0.0439,0.01027,-0.03326
7.191,0.03776,-0.0145,-0.03862
7.202,-0.04226,0.00359,-0.00085
7.232,-0.04181,0.03348,0.00557
7.251,0.02761,-0.02387,0.0302
7.267,-0.04341,-0.02827,0.04144
7.283,0.0339,0.01032,0.04898
7.333,0.01091,-0.05888,-0.02254
7.333,-0.16205,0.09425,0.04754
7.344,0.07936,-0.04413,0.00425
7.359,-0.07111,0.08215,0.01281
7.407,-0.02267,-0.05276,0.02995
7.423,0.02512,-0.00259,-0.00093
7.439,-0.02082,-0.02756,0.057
7.471,0.04946,0.02902,-0.00767
7.487,-0.05472,0.06147,-0.0187
7.503,0.0238,0.00885,0.00326
7.533,-0.02506,0.02855,0.00513
7.553,-0.00319,-0.00365,0.02213
7.568,0.00534,0.01962,0.00304
7.584,-0.00519,0.01062,-0.00852
7.6,0.06862,-0.08253,-0.03221
7.616,-0.01581,-0.01805,-0.01382
7.649,-0.02521,0.05564,0.05395
7.664,0.03154,-0.05674,0.02033
7.683,0.00609,0.0225,-0.03541
7.697,-0.06228,0.0247,0.02895
7.733,0.09925,-0.09227,-0.02724
7.746,-0.00989,0.01749,-0.0112
7.761,-0.10267,-0.00033,0.0815
7.777,0.07693,-0.07513,-0.00101
7.811,-0.03089,0.03156,-0.01541
7.825,-0.03023,-0.02179,-0.04338
7.841,0.00919,0.01825,-0.00649
7.857,0.00919,0.01825,-0.00649
7.883,-0.01069,0.00987,0.02172
7.899,-0.00094,-0.01613,0.00578
7.931,0.01963,0.0087,0.0235
7.947,-0.02655,-0.02058,0.00657
7.963,0.01523,-0.01388,-0.01403
7.98,-0.00032,-0.01341,-0.00107
8.028,-0.03595,0.0317,0.03448
8.044,0.07922,-0.00624,-0.02633
8.06,0.00251,-0.041,-0.02122
8.076,-0.03348,-0.02249,0.00511
8.111,0.06882,0.019,-0.03936
8.129,0.00828,-0.05044,0.01725
8.145,-0.04298,0.01987,0.03105
8.161,0.03085,-0.00518,-0.02448
8.177,0.00366,-0.02573,0.00197
8.209,-0.01371,-0.04045,-0.01228
8.224,0.02994,-0.01221,-0.00896
8.246,0.01576,0.01864,-0.0111
8.256,-0.00095,-0.01315,-0.00951
8.288,-0.01984,0.00895,-0.00224
8.304,0.07344,-0.04402,-0.06157
8.32,-0.0343,0.0018,0.0083
8.335,-0.05841,0.05205,0.07023
8.367,0.01333,0.02479,-0.01632
8.383,-0.05357,0.01512,0.01863
8.41,0.08867,-0.04507,0.00966
8.426,0.00718,0.0277,-0.05318
8.442,-0.13752,0.05917,0.07466
8.458,0.01859,0.03971,0.07481
8.49,-0.03669,0.03447,-0.02926
8.506,-0.0326,-0.00719,0.00535
8.534,-0.00401,-0.02157,-0.01116
8.542,-0.00681,0.03893,-0.02165
8.569,-0.00481,0.03237,0.01761
8.585,0.00068,-0.03237,0.00617
8.603,-0.01152,-0.01321,-0.02286
8.617,-0.01592,0.01731,0.02602
8.649,0.01464,-0.00936,0.00488
8.665,-0.03574,-0.00319,-0.02185
8.681,-0.0125,-0.05399,-0.01256
8.697,-0.00845,-0.00494,0.03602
8.747,0.06862,-0.02632,-0.00762
8.761,-0.01143,-0.00305,-0.00491
8.777,-0.00698,-0.08321,-0.03582
8.809,0.0794,0.01658,-0.02991
8.831,-0.06037,0.00991,0.03833
8.851,-0.00598,-0.05816,0.00323
8.871,0.06076,0.03865,-0.02001
8.891,-0.03341,0.06367,0.00823
8.911,0.01315,-0.01615,-0.02135
8.932,-0.02123,0.00628,-0.01618
8.951,-0.0009,-0.02859,0.00774
8.97,-0.02076,0.05131,0.00634
8.992,0.03358,0.00073,0.00392
9.009,-0.00373,0.03982,-0.04426
9.025,-0.06482,0.02528,0.03556
9.041,0.05165,0.01791,0.05987
9.057,-0.0082,0.05626,-0.03945
9.091,-0.07113,0.0106,0.02734
9.112,0.099,-0.10676,-0.01971
9.129,0.00738,0.04036,-0.04213
9.151,-0.11351,0.02778,0.0826
9.171,0.04923,0.00346,0.03388
9.186,-0.01665,0.02864,-0.03426
9.212,-0.04705,-0.02452,0.03555
9.231,0.00222,-0.04855,-2e-05
9.25,0.0308,0.04589,0.00195
9.265,-0.03383,0.04773,0.01652
9.281,-0.01052,-0.01201,-0.00354
9.313,0.00408,-0.02345,-0.02498
9.329,0.04466,-0.00479,0.00866
9.344,-0.03739,0.02447,-0.00752
9.36,-0.00224,0.00271,0.00533
9.393,0.02875,0.01803,-0.00668
9.41,-0.08462,0.06286,-0.00053
9.431,-0.03388,-0.0417,0.02862
9.451,0.07949,0.00333,-0.01132
9.471,-0.08612,0.05987,0.00929
9.49,-0.00224,-0.03865,-0.03145
9.511,0.04781,0.01085,-0.0178
9.53,-0.11067,0.05825,0.02534
9.551,0.00239,-0.05823,0.00709
9.562,0.02975,0.01254,-0.00278
9.578,-0.04363,0.03425,0.00534
9.613,-0.00457,0.02642,-0.02841
9.632,-0.02105,-0.01757,0.0045
9.65,-0.03908,0.03134,0.02171
9.673,0.08369,-0.10684,-0.01427
9.691,0.00935,0.03402,-0.03741
9.71,-0.08269,0.00065,0.05461
9.734,0.06497,-0.11176,0.00224
9.754,0.0073,0.04396,-0.02486
9.77,-0.04932,0.01338,0.05074
9.79,0.05131,-0.10866,-0.03576
9.806,-0.02629,0.02788,-0.0089
9.822,-0.0682,-0.02164,0.09328
9.851,0.04183,-0.06577,-0.01658
9.871,-0.02873,0.03073,-0.01305
9.891,-0.01433,-0.02771,0.02014
9.93,0.0179,-0.04269,-0.02792
