Time,acc_x,acc_y,acc_z
3.743,-0.00105,0.00223,-1.0124
3.748,-0.00105,0.00223,-1.0124
3.764,-0.0012,0.00159,-1.01101
3.78,0.00046,0.00327,-1.01207
3.797,0.00115,0.0025,-1.0135
3.828,0.00029,0.00306,-1.01402
3.845,0.00029,0.00306,-1.01402
3.861,0.00071,0.00349,-1.01466
3.877,0.00096,0.00361,-1.01265
3.909,0.00043,0.00201,-1.01232
3.925,0.00031,0.00255,-1.01439
3.942,0.00021,0.00313,-1.014
3.958,0.00021,0.00313,-1.014
3.989,0.13014,0.00102,-1.02122
4.005,0.18545,-0.00103,-1.02641
4.022,0.1713,0.01228,-1.01368
4.037,0.12852,0.01039,-1.00986
4.069,0.05906,-0.01344,-1.01349
4.085,-0.01826,0.00488,-1.01539
4.102,-0.11609,0.01026,-1.02082
4.118,-0.16286,-0.00552,-1.00765
4.15,-0.15748,0.00784,-1.00605
4.171,-0.12495,0.01676,-1.01214
4.182,-0.06444,0.00405,-1.01086
4.203,0.00251,0.00026,-1.00884
4.247,0.08785,0.00862,-1.00867
4.264,0.14513,0.00367,-1.01601
4.28,0.16705,-0.00047,-1.01888
4.311,0.15388,0.00824,-1.00641
4.327,0.1015,0.00885,-1.0059
4.344,0.00942,-0.00563,-1.03698
4.36,-0.07323,-0.01564,-1.01213
4.392,-0.12926,-0.00446,-1.0127
4.407,-0.15232,0.01846,-1.00888
4.425,-0.14161,0.02418,-1.01169
4.44,-0.0953,-0.00353,-1.00549
4.472,-0.02136,0.00997,-1.01201
4.488,0.05542,0.01178,-1.01208
4.51,0.11853,-0.01034,-1.01695
4.521,0.14885,-0.00454,-1.01581
4.552,0.14847,0.01555,-1.01419
4.568,0.10584,0.00731,-1.0185
4.585,0.05212,-0.00483,-1.00899
4.6,-0.00052,0.00969,-1.01967
4.621,-0.06457,0.01278,-1.01353
4.648,-0.12559,-0.00631,-1.01057
4.665,-0.14478,-0.02273,-1.00954
4.681,-0.11427,0.00551,-1.00598
4.711,-0.05442,0.0281,-1.00693
4.727,-0.00214,0.01147,-1.01773
4.751,0.05664,-0.02681,-1.01139
4.77,0.1177,-0.00756,-1.0139
4.786,0.14561,0.01321,-1.01566
4.808,0.1258,0.02941,-1.02086
4.822,0.0698,0.04041,-1.01265
4.849,0.00328,0.0008,-1.01722
4.865,-0.04103,-0.02809,-1.00921
4.882,-0.09739,-0.00148,-1.0218
4.898,-0.13125,0.00779,-1.01262
4.93,-0.11466,0.00549,-1.00245
4.946,-0.07664,0.01268,-1.01163
4.962,-0.02728,0.00271,-1.01327
4.979,0.0367,-0.02279,-1.0113
5.011,0.1014,0.00312,-1.02124
5.03,0.13929,0.02965,-1.01442
5.043,0.14338,0.00334,-1.01142
5.059,0.11909,-0.02068,-1.00843
5.091,0.07064,-0.01809,-1.02351
5.108,-0.01741,-0.00408,-1.03382
5.124,-0.09979,0.01235,-1.00527
5.139,-0.15166,0.01203,-1.00323
5.172,-0.15301,0.02894,-1.00469
5.188,-0.12046,0.03817,-1.00647
5.204,-0.06394,-0.00034,-1.01549
5.244,0.09871,-0.00527,-1.01317
5.26,0.14173,0.01128,-1.02189
5.277,0.14736,0.00466,-1.02256
5.308,0.13235,-0.00928,-1.01345
5.329,0.0938,-0.00675,-1.0084
5.343,0.03401,-0.00707,-1.00773
5.357,-0.0278,0.00209,-1.0173
5.39,-0.09341,0.03314,-1.02957
5.406,-0.15291,0.01808,-1.00114
5.429,-0.17071,0.01006,-1.0025
5.439,-0.13357,0.01633,-1.00448
5.471,-0.06066,-0.00259,-1.01489
5.488,0.01319,-0.02908,-1.01372
5.504,0.09596,-0.00921,-1.01575
5.53,0.15168,0.01286,-1.02153
5.536,0.17647,0.02919,-1.01595
5.568,0.14762,0.00595,-1.01341
5.585,0.09085,-0.02508,-1.01613
5.601,0.02193,-0.02285,-1.01218
5.63,-0.05015,-0.01054,-1.00475
5.649,-0.11219,0.02313,-1.03021
5.665,-0.16651,0.03763,-1.00714
5.682,-0.16697,0.03588,-0.99619
5.698,-0.12468,0.01482,-1.00737
5.73,-0.04965,-0.00847,-1.01647
5.751,0.03575,-0.01979,-1.0086
5.772,0.13064,-0.00257,-1.02144
5.788,0.17824,0.02893,-1.01843
5.804,0.1758,0.01236,-1.0126
5.83,0.13833,-0.01432,-1.01768
5.853,0.06627,-0.00911,-1.02489
5.869,-0.01333,0.00941,-1.01158
5.885,-0.08159,0.00039,-1.00911
5.901,-0.15519,0.01818,-1.01638
5.93,-0.16791,0.02384,-0.99921
5.949,-0.14116,0.00733,-0.99898
5.965,-0.08208,-0.00689,-1.01761
5.981,-0.00687,-0.01816,-1.01143
5.997,0.08439,-0.01405,-1.01869
6.03,0.13942,0.01009,-1.01898
6.045,0.16378,0.02918,-1.01195
6.063,0.13941,0.01298,-1.01659
6.077,0.09491,-0.00822,-1.01293
6.109,0.02456,-0.00759,-1.01737
6.131,-0.04594,-0.00107,-1.01534
6.142,-0.12404,0.03266,-1.03728
6.158,-0.1793,0.02192,-1.00117
6.19,-0.08948,0.00463,-1.00618
6.206,-0.08948,0.00463,-1.00618
6.245,0.05577,-0.03432,-1.01417
6.27,0.14258,0.013,-1.01703
6.291,0.17564,0.03899,-1.01394
6.311,0.17037,-0.00552,-1.01001
6.331,0.10296,-0.01876,-1.01656
6.343,0.03626,0.01251,-1.02074
6.358,-0.03365,0.01411,-1.01088
6.39,-0.12191,-0.00761,-1.01314
6.41,-0.16995,0.00197,-1.0115
6.431,-0.16519,0.04071,-1.01307
6.438,-0.13497,0.04921,-1.00553
6.47,-0.07107,0.00782,-0.99766
6.487,0.01094,-0.03069,-1.01474
6.502,0.10362,-0.0324,-1.02716
6.531,0.16845,-0.00154,-1.02561
6.551,0.18595,0.0104,-1.02031
6.567,0.17405,-0.02192,-1.00423
6.583,0.11229,-0.03495,-0.99601
6.601,0.02788,-0.00952,-1.03064
6.631,-0.04772,0.02396,-1.02051
6.647,-0.14597,0.05159,-1.00567
6.662,-0.18535,0.03582,-1.00568
6.678,-0.18835,-0.00273,-1.00865
6.711,-0.13156,-0.00795,-1.00608
6.731,-0.05256,0.00145,-1.01461
6.745,0.03774,0.00776,-1.01097
6.763,0.12074,0.00818,-1.01842
6.792,0.16077,0.05057,-1.02608
6.812,0.15461,0.04221,-1.02595
6.832,0.12372,-0.04222,-1.0161
6.848,0.08686,-0.06576,-0.99677
6.864,0.03409,-0.00143,-1.00947
6.88,-0.02643,0.01983,-1.00998
6.911,-0.09196,0.01662,-1.00239
6.929,-0.14069,0.00501,-1.01839
6.944,-0.14369,-0.00586,-1.0103
6.96,-0.11059,0.0044,-1.00781
6.977,-0.03668,-0.00618,-1.00883
7.009,0.00532,0.01181,-1.02506
7.031,0.00128,0.01949,-1.01691
7.041,0.00984,-0.01069,-1.00214
7.057,0.0651,0.00111,-1.00868
7.089,0.13457,0.01864,-1.0165
7.106,0.18636,0.03191,-1.03114
7.131,0.21487,0.0248,-1.02988
7.138,0.2248,0.01257,-0.98359
7.17,0.26762,-0.00453,-0.99651
7.191,0.27817,-0.00273,-1.06389
7.202,0.21677,0.00691,-0.97381
7.232,0.2282,0.01376,-1.01901
7.251,0.18868,-0.0153,-0.99434
7.267,0.15592,-0.01343,-1.03807
7.283,0.13533,-0.01474,-0.99352
7.333,0.11715,0.027,-1.03097
7.333,0.03768,-0.00965,-0.96359
7.344,0.03204,-0.00649,-1.04778
7.359,-0.01804,0.02138,-0.9825
7.407,-0.05189,0.00064,-1.05977
7.423,-0.08498,0.0095,-1.00426
7.439,-0.09684,-0.00949,-1.00464
7.471,-0.12813,0.02316,-1.02201
7.487,-0.11033,0.0179,-0.99694
7.503,-0.12079,0.00118,-1.03207
7.533,-0.11403,-0.00523,-1.00468
7.553,-0.08115,-0.00468,-1.01362
7.568,-0.05877,0.01253,-1.00227
7.584,-0.0275,0.00656,-1.01054
7.6,-0.00823,0.02575,-1.07452
7.616,0.00951,0.01433,-0.97562
7.649,0.04065,-0.05094,-0.97981
7.664,0.06951,-0.00292,-1.05838
7.683,0.06287,0.04612,-1.00546
7.697,0.08576,-0.00923,-0.96145
7.733,0.09271,-0.00241,-1.06423
7.746,0.07115,0.03023,-1.00522
7.761,0.06196,-0.04667,-0.97196
7.777,0.07831,0.00417,-1.04536
7.811,0.06015,0.0485,-1.00436
7.825,0.01216,0.0113,-1.05627
7.841,0.00235,0.02051,-0.95308
7.857,0.00235,0.02051,-0.95308
7.883,-0.01904,-0.01562,-1.02602
7.899,-0.05996,0.00397,-1.0113
7.931,-0.04795,-0.00108,-1.0045
7.947,-0.05482,0.01517,-1.00867
7.963,-0.05325,0.01813,-1.02743
7.98,-0.06472,0.0054,-1.0247
8.028,-0.03556,-0.00698,-0.92718
8.044,-0.01308,0.01171,-1.05695
8.06,-0.03277,0.03559,-1.026
8.076,-0.00608,-0.0081,-0.98722
8.111,0.02038,0.01964,-1.0521
8.129,0.01174,-0.00193,-0.99145
8.145,0.01449,-0.02568,-0.99131
8.161,0.04001,0.02343,-1.0505
8.177,0.04026,0.01498,-0.99406
8.209,0.03944,0.00334,-1.01447
8.224,0.02884,0.0007,-1.02049
8.246,0.02812,-0.00932,-1.00093
8.256,0.023,0.00644,-1.01481
8.288,0.02513,0.02163,-0.99425
8.304,0.00655,0.0277,-1.07165
8.32,-0.00949,-0.00828,-0.95198
8.335,-0.00728,-0.05198,-1.02834
8.367,-0.01648,0.03452,-1.05586
8.383,-0.02241,0.01778,-0.93829
8.41,-0.01796,-0.00417,-1.05614
8.426,-0.02415,0.04796,-1.01868
8.442,-0.03235,-0.04405,-0.96036
8.458,-0.02453,-0.04098,-1.02867
8.49,0.0016,0.05401,-1.03234
8.506,-0.01296,0.01771,-0.98797
8.534,-0.00934,-0.00729,-1.02778
8.542,-0.00266,0.02421,-1.00826
8.569,-0.00031,2e-05,-0.98626
8.585,0.00835,-0.00986,-1.03054
8.603,0.00594,0.01788,-1.02464
8.617,0.00863,-0.00462,-1.00679
8.649,0.01371,0.00191,-1.0041
8.665,0.01166,0.02382,-1.01586
8.681,0.00352,0.01333,-1.03368
8.697,0.00197,-0.00141,-0.96201
8.747,0.01185,0.00062,-1.05403
8.761,-0.01131,0.0292,-1.00449
8.777,0.01134,0.01592,-1.0256
8.809,-0.00065,0.01544,-1.01892
8.831,-0.01756,-0.02796,-0.98828
8.851,-0.00884,0.00431,-1.04307
8.871,-0.00624,0.03747,-0.99593
8.891,-0.00269,-0.00369,-0.99254
8.911,-0.01681,0.00512,-1.03829
8.932,-0.00934,0.00034,-0.99967
8.951,-0.00761,-0.00689,-1.02717
8.97,-0.00451,0.01547,-0.98566
8.992,0.00872,0.01446,-1.01378
9.009,-0.01372,0.03148,-1.04341
9.025,-0.00176,-0.03412,-0.96223
9.041,0.00238,-0.03262,-1.04106
9.057,-0.00357,0.05415,-1.01536
9.091,-0.0053,-0.01115,-0.96032
9.112,0.00636,-0.00759,-1.07254
9.129,0.00206,0.04343,-0.98653
9.151,-0.00743,-0.0465,-0.98357
9.171,0.0052,-0.01914,-1.02693
9.186,0.01812,0.05441,-1.02357
9.212,-0.00385,-0.0009,-1.00286
9.231,0.00635,-0.00884,-1.03568
9.25,0.00318,0.03036,-0.97881
9.265,0.00673,0.01133,-1.01107
9.281,0.00024,-0.00381,-1.04415
9.313,-0.00356,0.01429,-1.01329
9.329,-0.00467,-0.00908,-1.00907
9.344,-0.01,0.00508,-1.02422
9.36,-0.00691,0.01054,-0.99159
9.393,-0.00316,0.00426,-1.02587
9.41,-0.02267,0.00699,-1.00506
9.431,-0.00076,-0.01501,-0.99433
9.451,-0.009,0.02093,-1.05319
9.471,-0.0181,0.0238,-0.96769
9.49,0.01704,0.00948,-1.05866
9.511,-0.00817,0.01128,-0.99605
9.53,-0.01028,-0.03502,-0.99413
9.551,0.00216,-0.01194,-1.05756
9.562,0.00423,0.02555,-0.9938
9.578,0.0085,0.00528,-0.99828
9.613,-0.00256,-0.00218,-0.99778
9.632,0.00462,-0.00322,-1.02444
9.65,0.00027,0.00178,-0.98704
9.673,0.0037,0.01526,-1.0464
9.691,-0.01666,0.03245,-0.99002
9.71,0.00167,-0.04367,-0.99674
9.734,-0.00197,-0.01003,-1.0671
9.754,-0.01406,0.04504,-0.97472
9.77,-0.00839,-0.02885,-0.99166
9.79,-0.00467,0.01404,-1.10496
9.806,-0.01165,0.02645,-0.94232
9.822,-0.01202,-0.05601,-1.00996
9.851,0.00947,0.01281,-1.05752
9.871,0.00609,0.0496,-0.98226
9.891,-0.00668,-0.01626,-1.00608
9.93,0.00273,0.00479,-1.05126
