Time,acc_x,acc_y,acc_z
2.866,-0.00553,-0.01267,-1.00043
2.891,0.00065,0.01174,-1.03427
2.923,-0.0046,0.03488,-1.01187
2.935,-0.01497,0.02015,-1.01797
2.956,-0.00743,-0.01071,-1.01508
2.970,0.00659,0.00885,-1.00737
2.991,0.00959,0.01454,-1.00263
3.002,0.00056,-0.04913,-1.03185
3.036,0.00245,0.01291,-1.01254
3.049,-0.00431,0.03976,-1.00676
3.065,0.00106,-0.00272,-1.02032
3.097,0.01593,0.00598,-1.0191
3.129,0.00073,-0.00308,-1.0159
3.145,-0.00032,0.00467,-1.01174
3.177,-0.00114,0.00072,-1.01029
3.193,0.0036,-0.00474,-1.0167
3.209,-0.01047,0.02194,-1.03018
3.224,-0.02785,0.03877,-1.00828
3.256,-0.02904,-0.04091,-1.00571
3.272,-0.01936,-0.06342,-1.01773
3.293,0.00906,0.01447,-1.01152
3.310,0.0028,0.0394,-1.01816
3.335,0.00706,0.01666,-1.00486
3.368,-0.0187,0.0097,-1.00336
3.415,-0.00506,-0.06109,-1.00685
3.431,0.01166,-0.02177,-1.00467
3.447,0.01252,0.03706,-1.02298
3.472,0.01769,0.0278,-1.01019
3.492,-0.00499,0.00426,-1.03006
3.504,-0.00963,-0.02797,-1.00423
3.536,-0.0086,-0.05999,-1.02492
3.552,0.01385,-0.01741,-1.01367
3.575,0.01812,0.02811,-1.03077
3.596,-0.01617,0.01172,-1.00457
3.616,-0.00394,0.04182,-1.02194
3.635,-0.01378,0.03881,-0.98811
3.641,-0.00806,-0.02752,-1.02312
3.675,0.00528,-0.03864,-1.01633
3.696,0.00274,0.02715,-1.00772
3.716,-0.00642,0.03486,-1.01721
3.737,-0.0065,0.00852,-1.02855
3.755,-0.01225,0.01952,-1.01869
3.775,-0.00884,-0.02593,-0.98749
3.795,-0.00569,-0.02313,-1.02264
3.816,-0.01064,0.01586,-1.02879
3.835,-0.00644,0.02107,-1.00301
3.841,-0.00802,0.01318,-1.01619
3.876,-0.01286,0.00754,-1.02836
3.909,-0.01562,9e-05,-1.00917
3.925,-0.01626,0.00628,-1.00042
3.941,-0.01337,0.00089,-1.01727
3.975,-0.00869,0.0064,-1.01958
3.995,0.00118,0.02534,-1.01182
4.015,-0.00836,0.00446,-1.01235
4.031,-0.00057,0.00054,-1.01133
4.046,0.00077,-0.01734,-1.01337
4.062,0.00808,-0.01165,-1.01446
4.095,0.01831,0.02974,-1.01611
4.110,-0.00379,0.03026,-1.03294
4.131,0.00193,0.01056,-1.00447
4.142,-0.00329,-0.00391,-1.00264
4.174,0.0053,-0.05836,-1.0065
4.192,0.01997,0.01005,-1.03554
4.206,-0.01192,0.06865,-1.02762
4.237,-0.01879,0.0281,-1.00449
4.253,-0.02281,-0.00662,-1.01888
4.269,-0.01812,-0.02517,-1.01321
4.292,-0.00366,-0.03791,-0.99454
4.316,0.00532,0.00561,-1.03443
4.332,-0.01307,0.06057,-1.02307
4.348,-0.02321,0.04196,-1.01182
4.364,-0.02535,-0.00523,-1.00928
4.395,-0.00715,-0.01786,-1.00993
4.411,0.00141,-0.00892,-1.00349
4.427,0.00363,-0.01078,-1.02957
4.443,0.00418,0.02328,-1.00711
4.475,-0.0078,0.04019,-1.01934
4.493,-0.00934,0.00784,-1.01497
4.516,-0.00934,0.00784,-1.01497
4.536,0.01403,0.0235,-0.99945
4.548,0.00757,-0.02127,-1.01955
4.564,0.00078,-0.01286,-1.02178
4.593,-0.00712,0.0352,-1.01008
4.614,-0.00777,0.00773,-1.01218
4.628,0.00018,0.00347,-1.02723
4.644,-0.00766,0.00425,-1.0176
4.691,-0.00425,0.00078,-1.0071
4.701,-0.00689,0.00904,-1.00438
4.707,-0.00652,0.00189,-1.00793
4.723,-0.00023,0.00206,-1.02017
4.755,0.00453,0.01508,-1.01604
4.771,-0.00968,0.01399,-1.02039
4.793,-0.03224,0.03197,-1.01677
4.818,-0.03085,-0.01452,-0.99731
4.834,-0.01554,-0.05026,-1.02101
4.850,0.00598,-0.01273,-1.01146
4.866,0.00566,0.03091,-1.01745
4.894,0.01579,0.03911,-1.0036
4.917,-0.00702,0.01127,-1.0443
4.934,-0.02053,0.02787,-1.01608
4.947,-0.00802,-0.03282,-1.00305
4.963,0.00544,-0.03124,-0.99932
4.995,0.01462,0.01245,-1.01333
5.011,0.01855,0.03611,-1.01825
5.036,0.00155,0.01416,-1.01645
5.054,-0.01907,0.04325,-1.03162
5.070,-0.02209,-0.01012,-0.98652
5.094,-0.06611,-0.06278,-1.0432
5.103,-0.10161,0.0006,-1.01118
5.134,-0.15902,0.00981,-0.99153
5.151,-0.18933,0.01001,-1.02205
5.167,-0.19586,-0.00104,-1.00297
5.194,-0.09474,-0.01591,-1.01915
5.214,-0.05532,0.07823,-1.02873
5.246,-0.06706,0.02321,-1.01389
5.267,-0.04136,-0.03913,-1.01006
5.294,-0.02444,0.02498,-1.02136
5.311,-0.02362,0.00994,-1.01431
5.326,-0.02262,-0.01079,-1.01258
5.342,-0.01353,0.02941,-1.01321
5.374,-0.01238,-0.00064,-1.01344
5.394,-0.01692,-0.00947,-1.01672
5.407,-0.00825,0.02778,-1.01628
5.423,-0.00706,0.00177,-1.01127
5.454,-0.0111,-0.00667,-1.01578
5.470,-0.00454,0.0254,-1.01254
5.494,-0.00558,0.00167,-1.01262
5.502,-0.00416,-0.00253,-1.01374
5.534,-0.00311,0.02308,-1.01374
5.549,-0.00692,-0.00385,-1.0146
5.565,-0.00402,0.00106,-1.0162
5.595,-9e-05,0.02028,-1.01465
5.617,-0.00522,-0.00091,-1.01367
5.630,-0.00096,0.01484,-1.01431
5.646,-0.00508,0.00185,-1.01446
5.664,-0.00367,0.00771,-1.01483
5.695,-0.00145,0.01146,-1.01571
5.709,-0.00432,0.00357,-1.01466
5.725,-0.005,0.00998,-1.01075
5.741,-0.006,0.00703,-1.01345
5.778,-0.00598,0.00422,-1.01588
5.795,-0.00594,0.00862,-1.01427
5.814,-0.00505,0.00691,-1.01457
5.835,-0.00447,0.00651,-1.0143
5.854,-0.00635,0.00485,-1.01368
5.869,-0.00684,0.008,-1.0141
5.896,-0.00528,0.00791,-1.01393
5.912,-0.00498,0.00619,-1.01528
5.933,-0.00429,0.00849,-1.01527
5.955,-0.00492,0.00745,-1.01433
5.966,-0.00496,0.00504,-1.01462
5.998,-0.00433,0.00852,-1.01403
