Time,gyro_x,gyro_y,gyro_z
2.923,0.01903,-0.00678,-0.01529
2.935,0.00541,-0.01062,-0.02374
2.956,0.01258,-0.00492,0.02249
2.970,0.02126,0.01656,-0.02064
2.991,-0.02433,0.00911,-0.00565
3.002,-0.04067,0.00818,0.05922
3.036,0.01856,0.01414,-0.01278
3.049,-0.00617,0.01182,-0.012
3.065,-0.00227,-0.008,0.015
3.097,0.00132,-0.01302,-0.0278
3.129,0.00099,-0.00872,-0.00324
3.145,0.01003,0.00106,0.00918
3.177,-0.01506,-0.00534,0.00485
3.193,-0.03344,0.00467,-0.01124
3.209,0.03858,-0.03813,-0.02506
3.224,0.07947,0.01121,-0.04936
3.256,-0.03342,0.00673,0.04344
3.272,-0.03288,0.0204,0.08377
3.293,-0.03977,0.02034,-0.01038
3.310,-0.01877,-0.01152,-0.01541
3.335,-0.00727,0.02258,-0.00791
3.368,0.01747,-0.01821,0.00226
3.415,-0.02432,0.01529,0.05959
3.431,-0.03736,0.02684,0.0329
3.447,-0.04803,0.00838,-0.02802
3.472,-0.02358,-0.00297,-0.02603
3.492,0.02138,-0.03319,-0.03661
3.504,-0.02327,-0.00147,0.04126
3.536,-0.04546,0.00562,0.07019
3.552,-0.07609,0.0215,0.03421
3.575,-0.07414,-0.01655,-0.00495
3.596,-0.03807,0.01786,-0.00833
3.616,0.07634,-0.04071,-0.04222
3.635,0.03016,0.01046,-0.01257
3.641,-0.03599,0.01518,0.03127
3.675,-0.04863,0.00811,0.03277
3.696,-0.0162,0.03493,-0.00625
3.716,-0.01228,-0.01757,0.00555
3.737,0.01926,-0.02854,-0.02241
3.755,0.02257,0.0067,-0.02769
3.775,-0.00098,0.02116,0.03639
3.795,-0.03995,0.00768,0.02858
3.816,-0.02977,0.01068,0.00263
3.835,-0.01003,0.00534,-0.00989
3.841,-0.00734,-0.00745,-0.00593
3.876,-0.00552,-0.0207,-0.00149
3.909,-0.00855,0.00393,0.0022
3.925,-0.00023,0.01384,0.00066
3.941,-0.01672,0.01076,-0.00649
3.975,-0.00245,0.00798,-0.00754
3.995,-0.00125,0.01078,-0.03303
4.015,-0.00802,0.00123,0.01358
4.031,-0.00632,0.00647,-0.01227
4.046,-0.03449,0.00412,0.0369
4.062,-0.02944,0.02054,0.03108
4.095,0.00592,-0.00612,-0.03041
4.110,0.00293,-0.01623,-0.02805
4.131,0.01601,-0.00269,-0.00521
4.142,-0.00873,0.01712,0.00165
4.174,-0.07063,0.03422,0.06262
4.192,0.00305,0.00298,-0.02914
4.206,0.0066,-0.00423,-0.04362
4.237,0.0471,-0.00142,-0.02869
4.253,0.00969,-0.03335,0.01445
4.269,-0.00811,0.00227,0.04035
4.292,-0.07921,0.05245,0.04954
4.316,-0.02631,0.01138,-0.00514
4.332,0.01476,0.00224,-0.04214
4.348,0.0219,-0.00669,-0.06146
4.364,0.01102,-0.00525,0.0108
4.395,-0.00025,0.01565,0.01733
4.411,-0.02384,-0.00136,0.02671
4.427,-0.03821,0.00586,0.02384
4.443,0.01107,0.04313,0.00071
4.475,0.00345,-0.00511,-0.02744
4.493,0.01679,-0.00408,-0.00202
4.516,0.01679,-0.00408,-0.00202
4.536,0.00585,0.00301,-0.03033
4.548,-0.02208,-0.00664,0.03555
4.564,0.01008,0.01437,-0.0065
4.593,-0.01012,0.00651,-0.01927
4.614,-0.00785,0.00562,0.01157
4.628,-0.0053,-0.01347,-0.02478
4.644,-0.00589,-0.00899,0.02029
4.691,0.01268,-0.01332,0.00049
4.701,0.00804,0.00104,0.011
4.707,-0.00577,0.00466,0.00721
4.723,-0.03014,0.00304,-0.00684
4.755,-0.03086,0.01867,-0.0265
4.771,0.02214,-0.01938,0.00422
4.793,0.07169,-0.01521,-0.05229
4.818,-0.00204,-0.00534,0.0366
4.834,-0.03803,0.01756,0.05419
4.850,-0.04833,0.02354,0.01684
4.866,-0.02724,0.00909,-0.01303
4.894,-0.01324,0.02799,-0.01371
4.917,0.03694,-0.04615,-0.00888
4.934,0.06983,-0.00641,-0.03486
4.947,-0.01785,0.00698,0.0424
4.963,-0.03158,0.03575,0.04426
4.995,-0.06753,0.02436,-0.00079
5.011,-0.03205,0.00743,-0.02438
5.036,-0.00469,-0.01082,-0.00542
5.054,0.08438,-0.00285,-0.07949
5.070,0.02144,-0.00589,0.0304
5.094,-0.04649,-0.0309,0.07879
5.103,-0.08576,-0.00041,0.05987
5.134,-0.03083,0.03247,0.01661
5.151,-0.01309,-0.0126,-0.01141
5.167,-0.01543,0.03482,0.06151
5.194,-0.01441,0.00475,0.04193
5.214,-0.01263,-0.00435,-0.03722
5.246,-0.01625,0.02618,-0.00276
5.267,-0.01252,0.01866,0.02752
5.294,-0.00862,-0.00278,-0.0342
5.311,-0.00562,0.01189,0.01086
5.326,-0.00573,0.00588,0.0214
5.342,-0.0027,0.00138,-0.02997
5.374,-0.00551,0.01168,0.0137
5.394,-0.00619,0.00114,0.01321
5.407,-0.00577,0.00262,-0.01975
5.423,-0.00381,0.00932,0.01427
5.454,-0.00811,0.00133,0.00427
5.470,-0.00382,0.00477,-0.01143
5.494,-0.00429,0.00794,0.01151
5.502,-0.00537,0.00366,-0.00334
5.534,-0.0058,0.0072,-0.00562
5.549,-0.00421,0.00262,0.0094
5.565,-0.00662,0.00193,0.00111
5.595,-0.00704,0.00271,-0.00431
5.617,-0.00463,0.00395,0.00692
5.630,-0.00685,0.00475,-0.00126
5.646,-0.00628,0.00378,0.00402
5.664,-0.00291,0.0037,0.00127
5.695,-0.00523,0.00176,-0.00058
5.709,-0.00397,0.00314,0.0034
5.725,-0.00359,0.00367,-0.00227
5.741,-0.00539,0.00556,-0.00033
5.778,-0.00536,0.00487,-0.00094
5.795,-0.0067,0.004,0.00227
5.814,-0.00468,0.00296,0.00161
5.835,-0.00721,0.00305,0.00238
5.854,-0.00829,0.0033,0.00157
5.869,-0.00867,0.0019,0.00153
5.896,-0.00747,0.00607,0.00424
5.912,-0.00856,0.00515,0.00098
5.933,-0.00499,0.00371,0.00173
5.955,-0.00789,0.00412,0.00191
5.966,-0.00688,0.00297,0.00241
5.998,-0.00702,0.00655,-2e-05
