Time,acc_x,acc_y,acc_z
5.304,0.00643,0.00737,-1.00581
5.32,-0.01934,-0.01702,-0.98714
5.336,-0.031,-0.03743,-1.02389
5.368,-0.061,0.02053,-1.04392
5.391,-0.09014,0.0324,-0.99666
5.401,-0.09478,0.00486,-1.01993
5.417,-0.0929,0.00027,-1.01218
5.449,-0.11513,-0.00528,-1.01144
5.465,-0.09365,-0.0006,-1.00421
5.482,-0.04987,0.02587,-1.00719
5.508,-0.03586,0.01797,-1.01232
5.53,-0.03651,-0.01848,-1.01261
5.562,-0.00325,-0.02023,-1.01324
5.579,0.07698,0.02975,-1.0044
5.598,0.08215,0.00247,-1.0077
5.627,0.07851,0.01593,-1.02368
5.643,0.06029,0.03009,-1.01545
5.659,0.03804,-0.00917,-1.01349
5.675,0.01533,-0.01683,-1.01442
5.707,0.00412,-0.02616,-1.01254
5.726,-0.00683,-0.03133,-1.0145
5.74,-0.00825,-0.01575,-1.01017
5.772,-0.00702,-0.00203,-1.00792
5.789,-0.00753,-0.00141,-1.01983
5.809,-0.00585,-0.00051,-1.0032
5.815,0.00416,-0.00672,-1.01658
5.846,0.00063,0.04187,-1.03276
5.863,-0.03267,0.01377,-1.01221
5.879,-0.04168,-0.01637,-1.00914
5.911,-0.03727,-0.00354,-1.0158
5.928,-0.03753,0.01407,-1.00649
5.943,-0.03297,0.01144,-1.00793
5.959,-0.01902,-0.00202,-1.01741
5.99,-0.01068,0.00654,-1.01598
6.009,-0.00848,0.00204,-1.00715
6.021,-0.00233,0.00155,-1.01907
6.041,0.01798,0.00191,-1.00518
6.071,0.02824,-0.00756,-1.03153
6.086,0.03273,-0.0049,-1.02204
6.106,0.01919,-0.00854,-1.00192
6.118,0.00098,-0.01513,-1.02067
6.151,0.0082,-0.00319,-1.01255
6.167,0.01796,-0.00177,-1.00548
6.185,0.01874,-0.00477,-1.01605
6.201,0.01603,-0.01667,-1.01105
6.231,-0.00133,-0.02685,-1.01374
6.247,-0.01266,-0.01822,-1.0067
6.263,-0.01684,0.00189,-1.02378
6.279,-0.00853,0.03698,-1.01585
6.306,-0.01094,0.02662,-1.0084
6.33,-0.01099,0.01207,-1.02304
6.336,-0.00504,0.0114,-1.00946
6.368,-0.01361,-0.01585,-1.01051
6.384,-0.00903,-0.0099,-1.01014
6.401,6e-05,0.00736,-1.0154
6.416,0.00571,0.02449,-1.01285
6.448,-0.00501,0.01268,-1.0089
6.464,-0.01193,-0.00564,-1.01506
6.48,-0.02705,0.01123,-1.02474
6.509,-0.04702,0.01565,-1.02016
6.528,-0.03514,-0.00085,-1.00399
6.544,-0.01345,-0.01551,-1.00404
6.577,-0.00104,-0.03152,-1.0189
6.609,0.01575,-0.00783,-1.01943
6.625,0.03467,-0.00096,-1.0058
6.642,0.03754,-0.03535,-1.012
6.658,0.03663,-0.04167,-1.01427
6.69,0.03722,-0.02128,-1.01273
6.706,0.02603,-0.01377,-1.01092
6.722,0.0161,-0.01735,-1.01142
6.738,0.00471,0.00167,-1.03191
6.77,-0.02011,0.05504,-1.03189
6.786,-0.04123,0.01445,-0.99458
6.803,-0.03782,-0.02633,-1.00428
6.819,-0.01573,-0.01238,-1.0178
6.851,-0.00501,0.0168,-1.01914
6.868,-0.00097,0.02841,-1.00644
6.882,-0.01091,0.00763,-1.00701
6.904,-0.01223,0.01091,-1.01412
6.93,-0.01562,0.01543,-1.01067
6.947,-0.0207,0.01322,-1.01497
6.963,-0.01898,0.01303,-1.01743
6.979,-0.02365,0.01872,-1.02268
7.009,-0.03078,0.04387,-1.01649
7.027,-0.02713,-0.00331,-1.01014
7.043,-0.02348,-0.03838,-1.01491
7.059,0.00289,-0.02827,-1.00807
7.091,0.02953,-0.0171,-1.01985
7.106,0.05476,-0.01522,-1.00269
7.123,0.03929,-0.03624,-1.0079
7.139,0.03929,-0.03624,-1.0079
7.171,0.02126,-0.03289,-1.01468
7.188,0.00241,-0.01499,-1.01341
7.205,-0.00763,-0.01341,-1.01855
7.222,-0.01283,-0.00324,-1.02398
7.251,-0.03632,0.03664,-1.03015
7.267,-0.05083,-0.01899,-0.99624
7.283,-0.04574,-0.04511,-1.00046
7.311,-0.02824,-0.01746,-1.0111
7.331,-0.01556,0.02839,-1.02424
7.347,-0.00464,0.05926,-1.01711
7.363,-0.0157,0.03722,-1.01305
7.379,-0.01956,0.02142,-1.01365
7.41,-0.01556,0.02609,-1.01299
7.427,-0.00159,0.02651,-1.0111
7.443,0.00753,0.02883,-1.01552
7.459,0.02031,0.01433,-1.0117
7.476,0.01962,0.00684,-1.02118
7.51,0.01545,0.03898,-1.0143
7.526,0.01641,0.01649,-1.01139
7.54,0.00888,-0.02988,-1.0132
7.572,0.01017,-0.04659,-1.01145
7.588,0.0247,-0.0224,-1.0214
7.606,0.02097,-0.01618,-1.00971
7.62,0.00089,-0.02154,-1.00461
7.651,-0.00944,-0.02774,-1.01373
7.668,-0.01203,-0.04255,-1.01597
7.684,-0.02239,-0.05514,-1.00965
7.706,-0.01858,-0.03119,-1.00717
7.716,-0.00805,-0.00274,-1.01083
7.749,-0.01463,0.00431,-1.0157
7.765,-0.03236,0.02631,-1.03652
7.781,-0.03448,0.01727,-1.00245
7.807,-0.02884,0.00023,-0.99967
7.829,-0.01787,0.01436,-1.02741
7.845,7e-05,0.03063,-1.00996
7.862,0.00102,0.0141,-1.00818
7.878,0.01896,0.03289,-1.01705
7.91,0.03725,0.05323,-1.01385
7.933,0.03625,0.05153,-1.01338
7.953,0.0282,0.02974,-1.01266
7.969,0.01169,-0.01039,-1.01925
7.985,0.01685,0.00839,-1.00787
8.01,0.02987,0.06744,-1.01569
8.033,0.02913,0.06925,-1.01965
8.05,0.02903,0.05809,-0.998
8.082,0.03096,0.01336,-1.01917
8.107,-0.01128,-0.02704,-1.01923
8.13,-0.03018,0.01231,-1.01169
8.146,-0.02979,0.02109,-1.0056
8.171,-0.03169,-0.00887,-1.01497
8.186,-0.02752,-0.00353,-1.01834
8.209,-0.02343,0.01469,-1.01218
8.227,-0.0275,-0.00165,-1.01326
8.242,-0.02337,-0.00162,-1.01307
8.258,-0.01746,0.00788,-1.01248
8.29,-0.01835,0.00034,-1.01414
8.308,-0.0164,0.00071,-1.01287
8.322,-0.00954,0.00386,-1.01457
8.338,-0.00226,0.00451,-1.01692
8.371,0.00467,0.00014,-1.01256
8.387,0.01085,-0.00148,-1.01275
8.408,0.01758,0.00178,-1.01413
8.419,0.02059,0.00342,-1.01352
8.453,0.0188,0.00017,-1.01309
8.464,0.01116,0.00164,-1.01386
