Time,gyro_x,gyro_y,gyro_z
4.08,0.08475,-0.02699,-0.06577
4.096,-0.06809,0.03754,0.03782
4.127,0.01478,0.00069,0.03812
4.143,0.04683,-0.03974,-0.0453
4.16,-0.02098,0.02897,0.05298
4.184,0.06058,-0.01602,0.01738
4.21,0.02662,0.02474,-0.01859
4.229,0.01059,-0.0559,0.01031
4.245,-0.00897,0.05142,-0.00492
4.261,-0.02453,-0.00428,-0.00195
4.277,-0.02653,-0.00723,0.01413
4.309,0.04216,-0.02115,0.03835
4.325,0.01245,0.01809,-0.00556
4.341,-0.03113,0.06174,0.02132
4.357,-0.0667,-0.02158,-0.0052
4.389,0.08387,-0.02668,-0.03574
4.405,0.03494,0.03225,-0.0178
4.421,-0.04944,0.02816,0.04865
4.437,-0.0299,0.01899,-0.02318
4.469,0.06061,0.00893,-0.04199
4.487,-0.01144,0.02307,0.0288
4.507,-0.04632,0.0027,0.01702
4.517,-0.02731,0.02653,-0.00023
4.549,0.01323,0.00014,0.02061
4.565,-0.06595,-0.03398,0.02558
4.58,-0.01449,0.0426,-0.03267
4.596,0.02455,0.0284,-0.01804
4.629,-0.0632,0.03975,-0.03461
4.645,-0.03092,-0.05215,-0.01508
4.662,0.00184,0.00358,-0.00241
4.678,0.0657,0.03666,0.0125
4.71,-0.04297,-0.02431,0.01411
4.726,-0.00428,0.01735,-0.01062
4.75,-0.01752,0.02447,0.01084
4.771,0.0104,0.06919,-0.01529
4.788,-0.05513,-0.04885,-0.0084
4.803,0.0464,-0.01891,0.02087
4.819,0.03567,-0.03653,0.00299
4.835,-0.00259,-0.00126,-0.00129
4.867,-0.13933,0.04671,-0.01753
4.899,-0.02318,-0.00424,-0.06929
4.915,0.03235,-0.00069,-0.08876
4.948,-0.01361,-0.00102,-0.08528
4.964,-0.04596,0.01216,-0.09827
4.98,0.01309,0.00043,0.00988
5.008,-0.00125,0.00448,0.33151
5.027,0.01874,0.00243,0.58241
5.044,0.02729,-0.03296,0.6661
5.059,-0.01677,0.00271,0.60554
5.076,-0.01094,0.03211,0.47394
5.108,-0.00012,0.01069,0.41663
5.124,0.01379,0.00766,0.43655
5.141,0.00021,-0.01894,0.44946
5.157,-0.01858,-0.0454,0.48123
5.189,0.00328,0.02555,0.40097
5.205,0.01556,0.02201,0.41973
5.221,0.0106,0.00535,0.47453
5.237,0.01987,-0.01939,0.50157
5.271,0.00804,-0.04153,0.51863
5.289,0.00804,-0.04153,0.51863
5.304,-0.00795,0.00142,0.5111
5.32,-0.06785,0.03145,0.5062
5.336,-0.03737,-0.01264,0.55071
5.368,0.02893,-0.02583,0.45127
5.391,0.03012,-0.02074,0.43034
5.401,0.00628,-0.01399,0.44842
5.417,0.00845,-0.00263,0.46008
5.449,0.00355,-0.02726,0.55567
5.465,0.02041,7e-05,0.57358
5.482,0.0092,0.0215,0.53663
5.508,-0.01284,0.01567,0.51555
5.53,-0.0065,0.00626,0.56461
5.562,-0.01284,0.01094,0.6039
5.579,-0.03165,0.01861,0.51685
5.598,-0.03137,0.01415,0.49594
5.627,-0.03293,-0.00442,0.45388
5.643,0.0092,0.00049,0.42816
5.659,0.01246,-0.01827,0.46411
5.675,0.02139,-0.00458,0.48554
5.707,0.01791,-0.00831,0.54471
5.726,0.0138,-0.01693,0.57728
5.74,0.02473,-0.00705,0.56897
5.772,0.01669,0.00367,0.56045
5.789,-0.00501,-0.00094,0.54279
5.809,-0.02479,0.02073,0.52458
5.815,-0.05144,0.00967,0.50626
5.846,-0.01152,-0.01943,0.43882
5.863,0.00498,-0.00921,0.46992
5.879,0.01108,-0.0106,0.53593
5.911,-0.00161,-0.01488,0.57048
5.928,0.02454,-0.00498,0.56295
5.943,0.01568,-0.00118,0.55591
5.959,-0.00096,-0.0047,0.56268
5.99,0.00222,-0.00467,0.53199
6.009,0.00965,-0.01475,0.51467
6.021,-0.00334,0.01199,0.50698
6.041,0.0023,0.02851,0.47872
6.071,-0.04325,0.00178,0.47273
6.086,-0.03464,-0.00115,0.48561
6.106,0.01838,-0.00213,0.51445
6.118,-0.00148,-0.00994,0.55551
6.151,-0.00147,-0.00628,0.56596
6.167,0.00925,0.00733,0.55551
6.185,-0.00866,0.00626,0.5186
6.201,-0.00655,0.00233,0.50804
6.231,0.00188,-0.00226,0.53159
6.247,-0.0025,0.0029,0.55136
6.263,-0.01333,-0.00852,0.54192
6.279,0.02109,0.00568,0.48542
6.306,0.006,-0.0041,0.48252
6.33,-0.03041,-0.0052,0.49031
6.336,-0.00935,-0.00343,0.51825
6.368,-0.00678,-0.00312,0.55261
6.384,-0.00218,0.00469,0.58505
6.401,-0.01901,0.01194,0.5606
6.416,-0.00508,-0.00168,0.51332
6.448,-0.00122,0.00826,0.49558
6.464,0.0075,0.00706,0.49189
6.48,0.01717,-0.02145,0.46937
6.509,0.02099,-0.02215,0.48575
6.528,0.0358,0.00653,0.51804
6.544,0.02133,0.00272,0.54688
6.577,-0.00251,0.00312,0.57317
6.609,-0.02161,0.00286,0.55268
6.625,-0.01836,0.01404,0.53535
6.642,-0.02348,0.00669,0.54546
6.658,-0.01703,0.00855,0.55347
6.69,-0.0178,0.01125,0.5334
6.706,-0.00532,0.00269,0.51874
6.722,-0.0102,0.00523,0.52618
6.738,-0.00719,-0.01882,0.49505
6.77,0.03867,-0.03269,0.43043
6.786,0.03291,-0.00826,0.49053
6.803,0.00773,0.00672,0.55082
6.819,-0.01842,0.00694,0.57604
6.851,-0.03146,0.0046,0.56877
6.868,-0.01823,0.00531,0.55482
6.882,-0.03015,0.00856,0.54518
6.904,-0.01468,0.01308,0.53021
6.93,-0.00721,0.01908,0.50783
6.947,-0.01186,0.00702,0.49068
6.963,-0.00677,0.00471,0.50617
6.979,-0.00194,-0.00141,0.47097
7.009,0.03108,-0.0156,0.45222
7.027,0.01749,-0.01191,0.50126
7.043,0.01948,-0.0016,0.56969
7.059,0.02968,0.00373,0.5814
7.091,-0.00763,0.00442,0.58489
7.106,-0.01503,0.01241,0.52761
7.123,-0.02789,0.0135,0.53285
7.139,-0.02789,0.0135,0.53285
7.171,-0.02691,0.00425,0.52512
7.188,-0.02599,-0.00138,0.51449
7.205,-0.03012,0.00806,0.49875
7.222,0.00838,-0.01506,0.47287
7.251,0.03819,-0.0208,0.42315
7.267,0.01169,0.00059,0.49875
7.283,0.00901,0.02697,0.57559
7.311,-0.03193,0.02132,0.60107
7.331,-0.02267,0.0014,0.56481
7.347,-0.041,0.00575,0.50854
7.363,-0.02139,0.01215,0.5165
7.379,-0.0133,0.00263,0.5233
7.41,-0.00835,-0.00024,0.53992
7.427,-0.00668,0.01361,0.53862
7.443,-0.00838,0.00784,0.50831
7.459,-0.00307,-0.00174,0.50939
7.476,-0.008,-0.0099,0.5082
7.51,0.01911,-0.02468,0.47458
7.526,0.01618,-0.00596,0.48367
7.54,0.01288,-0.00518,0.54005
7.572,-0.00646,-0.00816,0.57829
7.588,-0.03322,0.00379,0.57028
7.606,-0.0232,-0.00033,0.5615
7.62,-0.01959,0.01028,0.52451
7.651,-0.01051,0.00643,0.49001
7.668,-0.01771,0.00609,0.51889
7.684,-0.001,-0.0011,0.54721
7.706,0.01121,0.00585,0.54357
7.716,-0.00882,0.0222,0.51916
7.749,0.00031,0.00982,0.48679
7.765,-0.0099,-0.02915,0.45344
7.781,0.00682,0.00308,0.48069
7.807,-0.00565,0.02155,0.52829
7.829,-0.04164,0.00344,0.54264
7.845,-0.00912,0.00346,0.56437
7.862,-0.00808,-0.00424,0.58512
7.878,-0.00327,-0.00193,0.56435
7.91,0.00041,0.00556,0.5252
7.933,0.00397,0.00636,0.47045
7.953,0.00489,0.00066,0.45832
7.969,-0.00923,-0.00239,0.52151
7.985,0.00988,-0.00108,0.45084
8.01,-0.014,-0.00052,0.35792
8.033,-0.01702,0.00048,0.26474
8.05,0.02065,0.01162,0.1407
8.082,-0.00064,0.00321,0.07201
8.107,-0.02317,-0.00392,-0.01286
8.13,-0.00789,0.0005,-0.01138
8.146,-0.001,0.0076,0.00455
8.171,-0.00541,0.00196,0.00654
8.186,-0.00892,0.00287,0.00209
8.209,-0.00836,0.00565,-0.00604
8.227,-0.00488,0.00081,0.00534
8.242,-0.00445,0.00321,0.00581
8.258,-0.00768,0.00709,-0.00301
8.29,-0.00602,0.00205,0.00055
8.308,-0.00541,0.00183,0.00498
8.322,-0.00475,-0.00104,-0.0037
8.338,-0.00684,-0.00102,-0.01201
8.371,-0.00662,0.00316,-0.00925
8.387,-0.00887,0.00444,0.0019
8.408,-0.00579,0.00105,0.0014
8.419,-0.0048,0.00409,-0.00117
8.453,-0.00519,0.00158,0.00343
8.464,-0.00665,0.00556,0.00659
