Time,gyro_x,gyro_y,gyro_z
10.278,-0.00241,0.00124,0.00385
10.414,-0.00583,0.00327,0.00138
10.414,-0.00443,0.00272,0.00104
10.44,-0.00526,-0.00017,0.00243
10.524,-0.00337,0.00136,0.00324
10.524,-0.00484,0.00153,0.0013
10.652,-0.00644,0.00227,0.00027
10.7,-0.00226,-0.00101,0.00064
10.788,-0.00505,-0.00063,0.0032
10.788,-0.00377,0.00094,0.00507
10.929,-0.00458,0.00279,0.00216
10.936,-0.00576,-0.0025,0.00353
11.056,-0.00378,-1e-05,0.00422
11.056,-0.00697,0.00186,0.00102
11.169,-0.00282,0.00117,0.00201
11.176,-0.00384,-0.00183,0.00601
11.185,-0.00345,-0.00104,0.00402
11.314,-0.0045,0.00411,0.00105
11.314,-0.00421,0.00162,0.00357
11.34,-0.00383,0.00012,0.00468
11.453,-0.00753,0.00379,0.00307
11.453,-0.00598,0.00156,0.00546
11.565,-0.00656,0.00032,-0.00115
11.578,-0.00399,-0.00078,0.00422
11.597,-0.00627,-0.00091,0.00446
12.045,-0.00526,-0.00092,0.00442
12.045,-0.00357,-0.00042,0.00271
12.045,-0.00474,0.00011,0.00336
12.045,-0.00344,-0.00198,-0.00129
12.082,-0.00487,0.00088,0.00051
12.245,-0.00503,0.00232,0.0057
12.247,-0.00522,0.00069,0.00255
12.451,-0.00466,-0.00016,0.00186
12.451,-0.00461,0.00094,0.00064
12.657,-0.00253,0.0028,0.00563
12.661,-0.00482,-0.00162,0.00101
12.859,-0.0068,-0.00106,0.00349
12.862,-0.00375,-0.00163,0.00378
12.862,-0.00517,0.00264,0.00462
13.066,-0.00338,0.00218,0.00568
13.068,-0.00663,0.00142,-0.00122
13.118,-0.00322,0.00029,0.00136
13.179,-0.00572,0.00354,0.00232
13.28,-0.00507,0.00125,0.00325
13.476,-0.00367,-0.00059,0.00257
13.492,-0.00538,-0.00051,0.00074
13.681,-0.00533,0.00043,0.00139
13.885,-0.00253,-0.00057,0.00176
13.886,-0.00197,0.00382,0.00151
13.895,-0.00324,-0.00063,0.00461
14.116,-0.0037,0.0012,0.00406
14.116,-0.00583,0.00048,0.00012
14.13,-0.0032,0.00276,0.00337
14.293,-0.00442,0.00273,0.0022
14.293,-0.00311,0.0001,0.00459
14.501,-0.00296,0.00175,0.00329
14.501,-0.00308,0.00515,0.0027
14.705,-0.00408,0.00302,0.00316
14.708,-0.00293,-0.0014,0.00169
14.71,-0.00202,0.00063,0.00255
14.909,-0.0081,0.00074,-0.00027
14.909,-0.00347,0.00398,0.00434
14.909,-0.00403,0.00069,0.00412
15.1,-0.005,0.00096,0.00294
15.1,-0.00419,-0.00162,0.00331
15.115,-0.00649,-0.0013,0.00108
15.318,-0.00165,-0.00272,0.00421
15.32,-0.00569,0.00213,0.00198
15.517,-0.00337,0.00455,0.00194
15.517,-0.00777,0.00151,0.0059
15.517,-0.00229,0.00301,0.00221
15.728,-0.00438,-0.00055,0.00199
15.736,-0.00682,0.00098,0.00405
15.933,-0.00423,0.00039,0.0049
15.933,-0.00548,0.00342,0.0034
15.941,-0.00714,-0.00097,0.00226
16.138,-0.00537,0.00096,0.00326
16.142,-0.00582,0.00311,0.00043
16.342,-0.00436,0.00268,0.00413
16.543,-0.00547,0.00083,0.00377
16.559,-0.00492,0.00052,0.00389
16.752,-0.00357,0.00194,1e-05
16.754,-0.00637,-0.00025,0.00057
16.957,-0.0016,-0.00223,0.00112
16.96,-0.007,0.00187,0.0013
17.146,-0.00305,0.00267,0.00482
17.146,-0.00568,0.00257,0.0042
17.357,-0.00541,0.00257,0.00176
17.368,-0.00516,0.00177,0.00154
17.381,-0.00367,0.00074,0.00224
17.776,-0.00398,0.00041,0.00402
17.778,-0.00493,-0.00106,0.00133
17.778,-0.00697,0.00079,0.00391
17.968,-0.00452,0.00033,0.00615
17.968,-0.00556,0.00368,0.00379
17.968,-0.00789,0.00279,-0.00056
17.968,-0.00351,-0.00039,0.00535
18.156,-0.00368,0.00325,0.00423
18.156,-0.00312,0.00271,-0.00046
18.39,-0.0024,-0.00045,0.00202
18.394,-0.00553,0.00154,0.0038
18.394,-0.00423,-0.00167,0.00315
18.595,-0.00628,-0.00122,0.00347
18.595,-0.0047,0.00033,0.00261
18.792,-0.0043,0.00141,0.00277
18.8,-0.00328,0.00181,0.00045
18.801,-0.00242,-0.00069,0.00096
18.997,-0.00505,0.00056,0.00178
18.997,-0.00605,-0.00099,0.00314
19.159,-0.00398,0.00358,0.00315
19.159,-0.00912,-0.00046,0.00339
19.159,-0.00562,0.00401,0.00298
19.173,-0.00404,0.00235,0.00213
19.173,-0.00328,0.00214,0.00601
19.241,-0.00751,-0.00236,0.00439
19.412,-0.00659,0.00109,0.00441
19.412,-0.00663,-0.00016,0.00201
19.412,-0.00498,0.00064,0.0053
19.618,-0.00483,0.00113,0.00318
19.619,-0.00488,-0.00175,0.00352
19.824,-0.00533,-0.00273,0.00292
19.826,-0.00605,-0.00077,0.00338
19.828,-0.00579,0.00134,0.00216
20.032,-0.00263,-0.0038,0.00479
20.032,-0.00465,0.00027,0.00413
20.04,-0.00423,-0.00053,0.00227
20.162,-0.00714,-0.00059,0.00417
20.228,-0.00402,0.00218,0.00118
20.439,-0.00647,0.00013,0.0042
20.635,-0.00683,-0.00143,0.00338
20.652,-0.00441,-0.00174,0.00268
20.848,-0.0037,0.0027,0.00144
21.044,-0.00438,0.00274,0.00166
21.06,-0.00445,0.00172,0.00601
21.175,-0.00569,0.00101,0.00444
21.175,-0.00405,0.00115,0.0011
21.256,-0.0031,0.00239,0.0036
21.256,-0.00559,0.00316,0.00581
21.471,-0.00498,0.00245,0.00102
21.476,-0.00287,0.00221,0.00411
21.663,-0.00453,0.00171,0.00199
21.663,-0.00386,0.00114,0.00289
21.681,-0.00295,0.00146,0.00287
21.873,-0.00699,0.00371,0.00197
21.879,-0.00446,0.00237,0.00514
22.073,-0.00449,0.003,0.00388
22.073,-0.00493,0.00124,0.00457
22.196,-0.00503,0.0002,0.00399
22.196,-0.00231,0.00238,0.00463
22.48,-0.00529,0.00269,0.00022
22.48,-0.00296,0.00236,0.00534
22.497,-0.00701,0.00289,0.00746
22.676,-0.0057,-5e-05,0.0019
22.692,-0.00578,0.00075,0.00334
22.697,-0.00513,0.00205,0.00335
22.894,-0.00588,0.0025,0.00395
22.894,-0.00238,0.00157,0.00229
22.898,-0.00504,0.00255,0.00093
23.098,-0.00266,-0.00116,0.00283
23.102,-0.00508,0.0018,0.00345
23.102,-0.00543,0.001,0.00343
23.102,-0.00352,0.00104,0.00058
23.207,-0.0034,0.00054,0.00334
23.207,-0.00397,-0.00236,0.0051
23.22,-0.00651,-0.00034,0.00146
23.506,-0.00583,0.00183,0.00264
23.516,-0.00151,9e-05,0.00276
23.715,-0.00421,2e-05,0.00371
23.715,-0.00531,-0.0001,0.00355
23.92,-0.00591,-0.00146,0.00605
23.923,-0.00445,0.00145,0.00457
24.127,-0.005,0.00034,0.00353
24.134,-0.00607,0.00183,0.0045
24.208,-0.00737,0.00128,0.00226
24.338,-0.00564,-0.00049,0.00177
24.535,-0.00323,0.00073,0.00105
24.539,-0.00339,-0.00167,0.00369
24.729,-0.00424,-0.00019,0.00092
24.729,-0.00464,0.00285,0.00433
24.729,-0.00415,0.00168,0.00173
24.942,-0.00563,0.00101,0.00275
24.948,-0.00639,0.00017,0.00323
24.948,-0.00404,0.00215,0.00295
25.134,-0.00412,0.00072,0.00272
25.15,-0.00766,-0.00044,0.00393
25.15,-0.00358,-0.00037,0.00309
25.354,-0.00539,-0.00185,0.00055
25.356,-0.00534,-0.00171,0.00258
25.356,-0.00413,-0.00086,0.00334
25.561,-0.00317,-0.00251,0.00532
25.764,-0.00414,0.00039,-7e-05
25.781,-0.00245,0.0043,0.00411
25.969,-0.003,0.00017,0.00483
25.969,-0.003,-0.0017,0.00259
25.969,-0.00471,-0.00118,0.00617
26.173,-0.00358,0.00072,0.00392
26.173,-0.00505,-0.0022,0.00313
26.378,-0.00435,0.00231,0.00216
26.393,-0.00249,0.00179,0.00186
26.569,-0.0057,-0.00124,0.00333
26.789,-0.00769,0.00255,0.0034
26.791,-0.00334,0.0037,0.00355
26.993,-0.0069,0.00247,0.00197
26.993,-0.00531,2e-05,0.00229
27.197,-0.00456,0.00095,0.00167
27.242,-0.00443,-3e-05,0.00132
27.394,-0.00735,0.00186,0.00217
27.606,-0.00492,0.00124,0.00281
27.608,-0.00672,0.00185,0.00435
27.611,-0.00498,0.00217,0.00301
27.611,-0.00311,0.00264,0.00279
27.679,-0.00478,-0.00145,0.00323
27.811,-0.00376,0.00282,0.0032
27.821,-0.00539,-0.00108,0.00028
28.017,-0.00706,-0.00032,0.00218
28.017,-0.00539,0.00119,-1e-05
28.221,-0.00491,0.00022,0.00171
28.629,-0.0064,-0.0031,0.00662
28.631,-0.00589,0.00058,0.00157
28.632,-0.00574,0.0011,0.00073
28.633,-0.00285,5e-05,0.00356
28.633,-0.00316,0.00137,0.00417
28.641,-0.00297,-0.00232,0.00253
28.824,-0.00436,0.00142,0.00262
28.824,-0.00431,0.00146,0.00307
29.04,-0.0046,0.00096,0.00244
29.042,-0.00611,-0.00102,0.00409
29.245,-0.00447,0.00253,0.00415
29.245,-0.00565,0.0025,0.00372
29.262,-0.00673,0.00263,0.00257
29.451,-0.00551,-0.00146,0.00272
29.451,-0.00135,0.00193,0.00251
29.654,-0.00468,0.00232,0.00563
29.654,-0.0058,0.00334,0.00281
29.86,-0.00091,-0.00138,0.00193
29.862,-0.00583,0.00103,0.00285
30.065,-0.00449,0.00089,0.00703
30.08,-0.006,0.00364,0.00367
30.08,-0.00613,0.00019,0.00174
30.279,-0.00422,0.00172,0.00369
30.279,-0.00398,0.00187,0.0033
30.279,-0.00503,-0.00083,0.00333
30.474,-0.00543,0.0013,0.0042
30.492,-0.00626,0.00102,-0.00047
30.679,-0.00466,-0.00104,0.00142
30.681,-0.00427,0.0042,0.00307
31.086,-0.00311,0.00084,0.00391
31.086,-0.00225,0.00145,0.00409
31.086,-0.00485,0.00365,0.00323
31.086,-0.00368,-0.00056,0.00379
31.086,-0.00764,0.00119,0.00246
31.265,-0.00546,8e-05,0.00199
31.284,-0.00397,0.00072,0.00122
