Time,acc_x,acc_y,acc_z
20.162,-0.00798,0.00561,-1.01295
20.228,-0.00639,0.00552,-1.01353
20.439,-0.00677,0.00241,-1.01236
20.635,-0.00941,0.00593,-1.01159
20.652,-0.00842,0.00462,-1.01231
20.848,-0.01065,0.00532,-1.01108
21.044,-0.00655,0.00559,-1.0113
21.06,-0.00919,0.00335,-1.01302
21.175,-0.0085,0.00451,-1.01252
21.175,-0.00648,0.00704,-1.0134
21.256,-0.00751,0.00638,-1.00986
21.256,-0.00892,0.005,-1.01096
21.471,-0.00765,0.00598,-1.01158
21.476,-0.00837,0.00719,-1.01176
21.663,-0.0058,0.00584,-1.01274
21.663,-0.00922,0.0059,-1.01174
21.681,-0.00715,0.007,-1.01415
21.873,-0.00752,0.00528,-1.0112
21.879,-0.00899,0.00415,-1.01028
22.073,-0.00793,0.0044,-1.0136
22.073,-0.00775,0.00331,-1.01349
22.196,-0.0089,0.00395,-1.01364
22.196,-0.00698,0.00614,-1.01047
22.48,-0.00709,0.00376,-1.01285
22.48,-0.00683,0.00246,-1.01226
22.497,-0.0074,0.00355,-1.01295
22.676,-0.00673,0.00463,-1.01221
22.692,-0.00958,0.0043,-1.01049
22.697,-0.00692,0.00595,-1.0112
22.894,-0.00681,0.00555,-1.01155
22.894,-0.00755,0.0056,-1.01063
22.898,-0.00844,0.00571,-1.01176
23.098,-0.0093,0.00402,-1.01399
23.102,-0.0073,0.00341,-1.01171
23.102,-0.00705,0.00528,-1.01198
23.102,-0.00693,0.0056,-1.01144
23.207,-0.0095,0.00337,-1.01298
23.207,-0.00751,0.00168,-1.01263
23.22,-0.00802,0.00496,-1.01161
23.506,-0.00944,0.00461,-1.01308
23.516,-0.00732,0.00424,-1.012
23.715,-0.00824,0.00596,-1.01217
23.715,-0.00996,0.00499,-1.01177
23.92,-0.00687,0.00438,-1.01132
23.923,-0.00647,0.00632,-1.01194
24.127,-0.01163,0.00408,-1.01297
24.134,-0.00721,0.00417,-1.01001
24.208,-0.00761,0.00427,-1.01286
24.338,-0.01004,0.00617,-1.01271
24.535,-0.00574,0.00376,-1.01137
24.539,-0.00883,0.00365,-1.01229
24.729,-0.00823,0.00459,-1.01201
24.729,-0.00873,0.00386,-1.01042
24.729,-0.00796,0.00384,-1.01294
24.942,-0.00759,0.00483,-1.01285
24.948,-0.00648,0.00505,-1.01278
24.948,-0.00966,0.00598,-1.01331
25.134,-0.00743,0.00537,-1.01089
25.15,-0.00728,0.00412,-1.01201
25.15,-0.00885,0.0039,-1.01193
25.354,-0.0085,0.00632,-1.01145
25.356,-0.00906,0.00496,-1.01246
25.356,-0.00809,0.00508,-1.0122
25.561,-0.00713,0.00542,-1.01077
25.764,-0.00828,0.00525,-1.00942
25.781,-0.0088,0.00383,-1.01138
25.969,-0.00909,0.00245,-1.01367
25.969,-0.00824,0.00272,-1.01102
25.969,-0.00703,0.00373,-1.01193
26.173,-0.00888,0.00511,-1.01215
26.173,-0.00877,0.00463,-1.01204
26.378,-0.00599,0.00534,-1.01196
26.393,-0.0074,0.00339,-1.01227
26.569,-0.00918,0.0027,-1.01471
26.789,-0.00656,0.00472,-1.01052
26.791,-0.01061,0.00452,-1.01168
26.993,-0.0063,0.00532,-1.0125
26.993,-0.00817,0.00484,-1.01069
27.197,-0.00797,0.00557,-1.01239
27.242,-0.00723,0.0047,-1.0135
27.394,-0.00744,0.00315,-1.01441
27.606,-0.00887,0.00576,-1.0102
27.608,-0.00656,0.0046,-1.01343
27.611,-0.00714,0.00335,-1.01097
27.611,-0.00843,0.00333,-1.01052
27.679,-0.01056,0.00472,-1.0119
27.811,-0.00756,0.00352,-1.0131
27.821,-0.0084,0.00367,-1.01044
28.017,-0.00793,0.00523,-1.01127
28.017,-0.00935,0.00467,-1.01363
28.221,-0.00848,0.0044,-1.01103
28.629,-0.00804,0.00379,-1.01199
28.631,-0.00848,0.00556,-1.01339
28.632,-0.00934,0.00441,-1.01084
28.633,-0.00626,0.00395,-1.01137
28.633,-0.00499,0.0039,-1.01219
28.641,-0.0081,0.00485,-1.01126
28.824,-0.01063,0.00491,-1.01321
28.824,-0.00703,0.00517,-1.01308
29.04,-0.00811,0.00374,-1.01182
29.042,-0.00803,0.00387,-1.01157
29.245,-0.00725,0.00577,-1.01226
29.245,-0.00709,0.00453,-1.01131
29.262,-0.00702,0.00639,-1.01374
29.451,-0.0076,0.00617,-1.01203
29.451,-0.00847,0.00397,-1.01063
29.654,-0.00789,0.00524,-1.01156
29.654,-0.00932,0.00484,-1.01132
29.86,-0.00731,0.00722,-1.01372
29.862,-0.00757,0.00282,-1.01191
30.065,-0.00814,0.0045,-1.00951
30.08,-0.0062,0.00387,-1.0136
30.08,-0.00733,0.00468,-1.01161
30.279,-0.00773,0.00529,-1.0113
30.279,-0.00699,0.00316,-1.01097
30.279,-0.00753,0.00478,-1.0118
30.474,-0.00862,0.00684,-1.01245
30.492,-0.00718,0.00405,-1.01373
30.679,-0.00824,0.00496,-1.01041
30.681,-0.00964,0.00541,-1.01368
31.086,-0.00656,0.00446,-1.00976
31.086,-0.0078,0.00408,-1.01191
31.086,-0.0077,0.00424,-1.01218
31.086,-0.00736,0.00355,-1.01265
31.086,-0.00776,0.00442,-1.01203
31.265,-0.00809,0.00386,-1.01073
31.284,-0.0086,0.00446,-1.01372
